mention_name,mention_type,mention_popularity,mention_address,mention_longitude,mention_latitude,no_of_blogFiles,mention_found_in_blogFiles,youTubeLinkIds
imperial county,administrative,1,"Imperial County, California, United States of America",-115.3595665,33.0305487,1,pasadena_and_san diego.json,"azjzKetkxOE,jWsBRC9SXvY,KAsntugo710"
chateau marmont,hotel,1,"Chateau Marmont, Marmont Lane, West Hollywood, Los Angeles County, California, 90069, United States of America",-118.3683689,34.0982337,1,beverly hills_and_monterey.json,"BalbvZ4cATo,vTMiI-h83fI,zKZ5Hvly9tg"
serra museum,museum,1,"Juniper Serra Museum, Presidio Drive, Old Town, San Diego, San Diego County, California, 92103, United States of America",-117.1939236,32.7592166,10,"anaheim_and_carlsbad.json,avalon_and_carlsbad.json,avalon_and_temecula.json,bakersfield_and_temecula.json,berkeley_and_carlsbad.json,beverly hills_and_temecula.json,carlsbad_and_newport beach.json,carlsbad_and_riverside.json,carlsbad_and_san jose.json,san jose_and_temecula.json","53VKOfku-S4,Co0h3X8FoqU,iRMvqOwtFno"
griffith park,service,12,"Griffith Park, Citrus Heights, Sacramento County, California, 95621, United States of America",-121.3121659,38.68813,30,"beverly hills_and_sausalito.json,berkeley_and_los angeles.json,berkeley_and_huntington beach.json,beverly hills_and_fremont.json,beverly hills_and_fresno.json,beverly hills_and_monterey.json,beverly hills_and_napa.json,beverly hills_and_oakland.json,beverly hills_and_sacramento.json,beverly hills_and_san francisco.json,beverly hills_and_san jose.json,beverly hills_and_santa cruz.json,beverly hills_and_stockton.json,big bear lake_and_san jose.json,fremont_and_los angeles.json,fresno_and_long beach.json,fresno_and_los angeles.json,fresno_and_santa ana.json,los angeles_and_napa.json,los angeles_and_oakland.json,los angeles_and_sacramento.json,los angeles_and_sausalito.json,los angeles_and_stockton.json,monterey_and_san diego.json,newport beach_and_oakland.json,newport beach_and_san jose.json,newport beach_and_stockton.json,pasadena_and_san francisco.json,sacramento_and_santa ana.json,santa ana_and_stockton.json","A_D2MOIz-qs,f5XT7DAuB6s,8LOdIIMHeDc"
orchard village road,residential,1,"Orchard Village Road, Newhall, Santa Clarita, Los Angeles County, California, 91355, United States of America",-118.5468352,34.3890817,3,"beverly hills_and_santa clarita.json,long beach_and_santa clarita.json,los angeles_and_santa clarita.json","zUqOvaWlL9s,Gd-beD4nUi4,JMWOQOlJW4Q"
la laguna,hamlet,1,"Laguna, Sacramento County, California, United States of America",-121.4238413,38.4210209,1,beverly hills_and_santa cruz.json,"mvo0iz8Nxh8,F9dV3LXV2os,eFdUXU9ZGls"
stockton & san jose,secondary,2,"Stockton Avenue, College Park, Rose Garden, San José, Santa Clara County, California, 95126, United States of America",-121.9131994,37.3404469,16,"bakersfield_and_san francisco.json,beverly hills_and_fresno.json,beverly hills_and_sacramento.json,beverly hills_and_san jose.json,fresno_and_long beach.json,fresno_and_san bernardino.json,fresno_and_santa ana.json,long beach_and_oakland.json,long beach_and_sacramento.json,long beach_and_stockton.json,newport beach_and_oakland.json,newport beach_and_san jose.json,oakland_and_santa ana.json,sacramento_and_santa ana.json,san francisco_and_stockton.json,santa ana_and_stockton.json","iKnAVFCyShE,EC2aTlQ0ij4,WeMeTomdIkY"
entire usa,peak,1,"View of entire coastline - Sunset / Sunrise, Riverside County, California, United States of America",-117.3446819,33.49541,1,avalon_and_oakland.json,"5S-UfvHRFwA,os83Z9hoc4Q,EHkN8VA9lRM"
sequoia national forest,national_park,1,"Sequoia National Forest, Chanell, Kern County, California, 93238, United States of America",-118.407510546279,35.81102455,1,fresno_and_irvine.json,"BAGEvwNrhzQ,GVfxeGlBIiU,PokeLA3Uvgs"
scotland,hamlet,11,"Scotland, San Bernardino County, California, United States of America",-117.4981065,34.242229,17,"anaheim_and_santa clarita.json,beverly hills_and_sausalito.json,berkeley_and_pismo beach.json,beverly hills_and_san diego.json,fremont_and_santa barbara.json,huntington beach_and_san jose.json,long beach_and_oakland.json,malibu_and_riverside.json,napa_and_pismo beach.json,napa_and_temecula.json,pismo beach_and_riverside.json,pismo beach_and_sausalito.json,pismo beach_and_temecula.json,sacramento_and_temecula.json,san luis obispo_and_temecula.json,santa barbara_and_temecula.json,sausalito_and_temecula.json","LTvJd9W1nnQ,OxKlCoeczgM,dIxcMMwiVTA"
w. lindo avenue,residential,1,"West Lindo Avenue, Chico, Butte County, California, 95926, United States of America",-121.8551295,39.7489083,2,"mammoth lakes_and_santa ana.json,mammoth lakes_and_santa barbara.json","1azYgY-WfkY,yUU4RHp3gW4,8PUjz3Zk_cQ"
francisco bay area,region,1,"San Francisco Bay Area, SF, California, United States of America",-122.3558472,37.7884969,1,beverly hills_and_sausalito.json,"KWrLj0f4Dgc,7f-yeE9jnBQ,EUK3PyjgiA4"
rochester,hamlet,3,"Rochester, San Bernardino County, California, United States of America",-117.5475514,34.0916774,5,"avalon_and_oakland.json,berkeley_and_irvine.json,beverly hills_and_oakland.json,beverly hills_and_riverside.json,riverside_and_sausalito.json","_Mk14KDnMdM,B_aBLiC7O_w,QALv6bwZi9E"
pismo coast village,commercial,2,"2030, Pismo Coast Village Rv Storage, Oceano, San Luis Obispo County, California, 93445, United States of America",-120.610394615126,35.09702015,1,fresno_and_pismo beach.json,"OhQKS7E3_gU,r93z5nWjXzg,fk8ErLTOBWA"
famous san diego,restaurant,1,"World Famous, 711, Pacific Beach Drive, Pacific Beach, San Diego, San Diego County, California, 92109, United States of America",-117.2550323,32.7906989,1,riverside_and_san diego.json,"9cLvHyK-m04,k4DdsyQV08A,1BAh9hs9SA4"
mission san luis obispo,place_of_worship,8,"Mission San Luis Obispo de Tolosa, 782, Chorro Street, San Luis Obispo, San Luis Obispo County, California, 93405, United States of America",-120.664098712263,35.2807422,36,"anaheim_and_monterey.json,anaheim_and_san jose.json,anaheim_and_san luis obispo.json,anaheim_and_santa barbara.json,anaheim_and_santa cruz.json,avalon_and_pismo beach.json,berkeley_and_san luis obispo.json,beverly hills_and_san luis obispo.json,fremont_and_san luis obispo.json,huntington beach_and_san luis obispo.json,irvine_and_san luis obispo.json,carlsbad_and_san luis obispo.json,long beach_and_pismo beach.json,long beach_and_san luis obispo.json,los angeles_and_san luis obispo.json,mammoth lakes_and_san luis obispo.json,monterey_and_pismo beach.json,newport beach_and_san luis obispo.json,oakland_and_san luis obispo.json,pasadena_and_san luis obispo.json,pismo beach_and_san diego.json,pismo beach_and_san jose.json,pismo beach_and_san luis obispo.json,pismo beach_and_santa ana.json,pismo beach_and_stockton.json,sacramento_and_san luis obispo.json,san bernardino_and_san luis obispo.json,san jose_and_san luis obispo.json,san jose_and_santa barbara.json,oakland_and_pismo beach.json,san luis obispo_and_santa ana.json,san luis obispo_and_santa barbara.json,san luis obispo_and_santa clarita.json,san luis obispo_and_santa cruz.json,san luis obispo_and_santa monica.json,san luis obispo_and_stockton.json","1cQdt6jLPU0,rC7Y2UpRDyI,wOAyemR2gy0"
white mountain road,residential,1,"White Mountain Road, Big Bear City, San Bernardino County, California, 92315, United States of America",-116.8578297,34.267231,3,"fremont_and_san bernardino.json,irvine_and_san bernardino.json,mammoth lakes_and_san bernardino.json","iBGLqki6egU,tUps2yvnAqs,o2EhqMWudGw"
urbano drive,residential,1,"Urbano Drive, Saint Francis Wood, SF, California, 94132, United States of America",-122.4666414644,37.7244196,1,avalon_and_sausalito.json,"evxwwDSd0og,zIh2Cjwea64,OtSJ-4SIks0"
bidwell park,park,1,"Bidwell Park, South Park Drive, Chico, Butte County, California, 95928, United States of America",-121.810900561671,39.7457045,1,malibu_and_sausalito.json,"TMpK7eIqDKw,_T6J8Ok8V_s,kyd6R15r1nM"
southwest,camp_site,8,"Southwest, Lassen Peak Highway, Tehama County, California, United States of America",-121.5324607,40.4370184,22,"berkeley_and_long beach.json,berkeley_and_carlsbad.json,beverly hills_and_stockton.json,fremont_and_long beach.json,long beach_and_sacramento.json,long beach_and_stockton.json,los angeles_and_mammoth lakes.json,los angeles_and_sacramento.json,los angeles_and_stockton.json,mammoth lakes_and_san diego.json,mammoth lakes_and_santa ana.json,monterey_and_sacramento.json,pismo beach_and_sacramento.json,riverside_and_sacramento.json,sacramento_and_san luis obispo.json,sacramento_and_santa ana.json,sacramento_and_santa barbara.json,san francisco_and_santa barbara.json,sacramento_and_san bernardino.json,oakland_and_temecula.json,santa barbara_and_stockton.json,santa monica_and_stockton.json","07LFBydGjaM,sCVV4pRmvFE"
oakland harbor,bay,1,"Oakland Outer Harbor, Dunkirk Street, Port Of Oakland United Intermodal Service, Oakland, Alameda County, California, 94626, United States of America",-122.321081,37.8149278,2,"berkeley_and_oakland.json,fremont_and_oakland.json","EmymvXhqUOo,K2fn3-z238s,PcMXyapTZXA"
tonner canyon road,track,1,"Tonner Canyon Road, Chino Hills, San Bernardino County, California, 91766, United States of America",-117.7831785,33.9979679,1,long beach_and_santa clarita.json,"D0Hx0kUGR2M,TPmP1drGBk4,RSTpxgHZHJw"
santa maria valley,residential,7,"Santa Maria Valley, Barsug, Santa Barbara County, California, 93434, United States of America",-120.5647119,34.947792,32,"beverly hills_and_pismo beach.json,bakersfield_and_long beach.json,beverly hills_and_san luis obispo.json,beverly hills_and_santa cruz.json,fresno_and_san bernardino.json,fresno_and_san luis obispo.json,fresno_and_santa ana.json,fresno_and_santa barbara.json,fresno_and_santa monica.json,long beach_and_oakland.json,malibu_and_san jose.json,mammoth lakes_and_san luis obispo.json,mammoth lakes_and_santa ana.json,mammoth lakes_and_santa barbara.json,monterey_and_santa barbara.json,napa_and_santa ana.json,napa_and_santa barbara.json,oakland_and_san bernardino.json,pismo beach_and_santa ana.json,sacramento_and_santa ana.json,sacramento_and_santa monica.json,san diego_and_santa barbara.json,san diego_and_santa cruz.json,san jose_and_santa ana.json,san jose_and_santa barbara.json,san jose_and_santa monica.json,san luis obispo_and_santa ana.json,santa ana_and_santa barbara.json,santa ana_and_santa cruz.json,santa barbara_and_santa cruz.json,santa barbara_and_temecula.json,santa cruz_and_santa monica.json","Q3N82N5-7yA,NazwmKg2eYc,1plz1uFGmFw"
hotel de anza,hotel,1,"Hotel De Anza, 233, West Santa Clara Street, Little Italy, Japantown, San José, Santa Clara County, California, 95113, United States of America",-121.895065751971,37.3343828,1,fremont_and_monterey.json,"XZG0aPQhDVg,3yI6Pjts6CU,GqrAiT-o7Yk"
golden gate park,park,44,"Golden Gate Park, Overlook Drive, Richmond District, SF, California, 94122, United States of America",-122.482183611177,37.7693681,175,"anaheim_and_fresno.json,anaheim_and_monterey.json,anaheim_and_oakland.json,anaheim_and_sacramento.json,anaheim_and_san francisco.json,anaheim_and_sausalito.json,anaheim_and_stockton.json,avalon_and_monterey.json,avalon_and_oakland.json,avalon_and_san jose.json,avalon_and_sausalito.json,bakersfield_and_san francisco.json,bakersfield_and_san jose.json,bakersfield_and_santa cruz.json,bakersfield_and_stockton.json,berkeley_and_los angeles.json,berkeley_and_newport beach.json,berkeley_and_pismo beach.json,berkeley_and_riverside.json,berkeley_and_san francisco.json,berkeley_and_santa cruz.json,berkeley_and_big bear lake.json,berkeley_and_fremont.json,berkeley_and_huntington beach.json,beverly hills_and_sacramento.json,beverly hills_and_san francisco.json,big bear lake_and_san luis obispo.json,carlsbad_and_monterey.json,carlsbad_and_napa.json,fremont_and_huntington beach.json,fremont_and_long beach.json,fremont_and_los angeles.json,fremont_and_malibu.json,fremont_and_monterey.json,fremont_and_newport beach.json,fremont_and_oakland.json,fremont_and_pismo beach.json,fremont_and_sacramento.json,fremont_and_san francisco.json,fremont_and_san luis obispo.json,fremont_and_santa barbara.json,fremont_and_santa cruz.json,fremont_and_santa monica.json,fremont_and_sausalito.json,fresno_and_irvine.json,fresno_and_oakland.json,fresno_and_sacramento.json,fresno_and_san diego.json,fresno_and_san francisco.json,fresno_and_santa monica.json,huntington beach_and_monterey.json,huntington beach_and_napa.json,huntington beach_and_oakland.json,huntington beach_and_san francisco.json,huntington beach_and_santa cruz.json,huntington beach_and_sausalito.json,huntington beach_and_stockton.json,irvine_and_monterey.json,irvine_and_san jose.json,irvine_and_santa cruz.json,irvine_and_sausalito.json,fresno_and_riverside.json,huntington beach_and_san jose.json,long beach_and_napa.json,long beach_and_oakland.json,long beach_and_san francisco.json,long beach_and_san jose.json,long beach_and_santa cruz.json,long beach_and_sausalito.json,long beach_and_stockton.json,los angeles_and_mammoth lakes.json,los angeles_and_monterey.json,los angeles_and_oakland.json,los angeles_and_san jose.json,los angeles_and_sausalito.json,malibu_and_napa.json,malibu_and_pismo beach.json,malibu_and_sacramento.json,malibu_and_san francisco.json,malibu_and_san jose.json,malibu_and_san luis obispo.json,malibu_and_santa cruz.json,malibu_and_sausalito.json,malibu_and_stockton.json,mammoth lakes_and_monterey.json,mammoth lakes_and_napa.json,mammoth lakes_and_san diego.json,mammoth lakes_and_san francisco.json,mammoth lakes_and_santa ana.json,monterey_and_pismo beach.json,monterey_and_riverside.json,monterey_and_san diego.json,monterey_and_san jose.json,monterey_and_san luis obispo.json,monterey_and_santa barbara.json,monterey_and_stockton.json,monterey_and_temecula.json,napa_and_newport beach.json,napa_and_pismo beach.json,napa_and_san diego.json,napa_and_san francisco.json,napa_and_san jose.json,napa_and_san luis obispo.json,napa_and_santa monica.json,long beach_and_monterey.json,los angeles_and_santa cruz.json,malibu_and_monterey.json,monterey_and_newport beach.json,monterey_and_santa monica.json,napa_and_oakland.json,newport beach_and_oakland.json,newport beach_and_san francisco.json,newport beach_and_san jose.json,newport beach_and_santa cruz.json,newport beach_and_stockton.json,oakland_and_sacramento.json,oakland_and_san bernardino.json,oakland_and_san diego.json,oakland_and_san francisco.json,oakland_and_san jose.json,oakland_and_santa clarita.json,oakland_and_santa cruz.json,oakland_and_sausalito.json,pasadena_and_san francisco.json,pasadena_and_santa cruz.json,pismo beach_and_san diego.json,pismo beach_and_san jose.json,pismo beach_and_santa cruz.json,pismo beach_and_sausalito.json,pismo beach_and_stockton.json,riverside_and_sacramento.json,riverside_and_san francisco.json,riverside_and_santa cruz.json,sacramento_and_san luis obispo.json,sacramento_and_santa barbara.json,sacramento_and_santa clarita.json,sacramento_and_santa cruz.json,san bernardino_and_san francisco.json,san bernardino_and_san luis obispo.json,san bernardino_and_santa cruz.json,san bernardino_and_sausalito.json,san diego_and_san jose.json,san diego_and_san luis obispo.json,san diego_and_santa cruz.json,san diego_and_sausalito.json,san diego_and_stockton.json,san francisco_and_santa ana.json,san francisco_and_santa barbara.json,san francisco_and_santa cruz.json,san francisco_and_santa monica.json,san francisco_and_sausalito.json,san francisco_and_stockton.json,san francisco_and_temecula.json,san jose_and_san luis obispo.json,san jose_and_santa barbara.json,sacramento_and_san bernardino.json,newport beach_and_sausalito.json,oakland_and_pismo beach.json,sacramento_and_san francisco.json,san jose_and_santa monica.json,san jose_and_sausalito.json,san jose_and_stockton.json,san luis obispo_and_santa cruz.json,san luis obispo_and_sausalito.json,san luis obispo_and_stockton.json,santa barbara_and_santa cruz.json,santa barbara_and_sausalito.json,santa barbara_and_stockton.json,santa clarita_and_santa cruz.json,santa clarita_and_stockton.json,santa cruz_and_santa monica.json,santa cruz_and_stockton.json,santa cruz_and_temecula.json,santa monica_and_sausalito.json,santa monica_and_stockton.json","1JwiDJjGbI0,Mdkp7YBB-zU,Zzd14jT4ZRU"
pauma creek,hamlet,1,"Pauma Valley, San Diego County, California, United States of America",-116.9814166,33.3033679,1,malibu_and_riverside.json,"2bA_bISc610,qABg-1uJ7UU,GhReLXqDXfA"
lake hollywood dr.,residential,1,"Lake Hollywood Drive, Hollywood Hills, LA, Los Angeles County, California, 90068, United States of America",-118.3292953,34.1291192,1,beverly hills_and_riverside.json,"9V6D07wfMvA,iWILmm75MGE,_xZ5_0wLYUk"
old saybrook,residential,1,"Saybrook, Stonegate, Irvine, Orange County, California, 92620, United States of America",-117.7447437,33.7099697,1,beverly hills_and_big bear lake.json,"YfUsDI0fzTs,mzNvRik2YpE"
serengeti,residential,1,"Serengeti Drive, Tenaja, Riverside County, California, United States of America",-117.3384819,33.487945,1,santa ana_and_sausalito.json,"2OtmHtyLbXk,sKafQbM0J_8,Rsuc8baGMA0"
colma,administrative,2,"Colma, San Mateo County, California, United States of America",-122.4596949,37.6768779,54,"anaheim_and_fresno.json,anaheim_and_san jose.json,anaheim_and_sausalito.json,avalon_and_sausalito.json,bakersfield_and_monterey.json,bakersfield_and_oakland.json,bakersfield_and_sausalito.json,bakersfield_and_stockton.json,big bear lake_and_sausalito.json,carlsbad_and_oakland.json,carlsbad_and_sacramento.json,carlsbad_and_stockton.json,fresno_and_los angeles.json,fresno_and_monterey.json,fresno_and_oakland.json,fresno_and_sacramento.json,fresno_and_san bernardino.json,fresno_and_san jose.json,fresno_and_stockton.json,huntington beach_and_sacramento.json,huntington beach_and_sausalito.json,irvine_and_sacramento.json,irvine_and_sausalito.json,long beach_and_stockton.json,los angeles_and_sausalito.json,los angeles_and_stockton.json,malibu_and_sausalito.json,mammoth lakes_and_riverside.json,monterey_and_sacramento.json,monterey_and_san bernardino.json,monterey_and_stockton.json,mammoth lakes_and_sausalito.json,oakland_and_santa clarita.json,pasadena_and_sausalito.json,riverside_and_sacramento.json,riverside_and_san francisco.json,riverside_and_sausalito.json,riverside_and_stockton.json,sacramento_and_san jose.json,sacramento_and_santa clarita.json,san bernardino_and_san jose.json,san bernardino_and_sausalito.json,san francisco_and_santa clarita.json,san francisco_and_temecula.json,sacramento_and_san bernardino.json,newport beach_and_sausalito.json,san bernardino_and_stockton.json,santa clarita_and_sausalito.json,san jose_and_stockton.json,san luis obispo_and_sausalito.json,santa ana_and_stockton.json,santa monica_and_sausalito.json,sausalito_and_stockton.json,stockton_and_temecula.json","aKQypgRJ9vU,2ZC8Zx7sB5k"
the city of san jose,attraction,1,"San Jose Municipal Rose Garden, Emory Street, Newhall, Rose Garden, San José, Santa Clara County, California, 95128, United States of America",-121.928583469557,37.3317699,1,fresno_and_san jose.json,"jYd4zyVEV8Y,jJ8lskOmwEw,yKwlIujhA94"
hobbs,car_repair,1,"Hobbs, 2nd Street, Shasta Lake, Shasta County, California, 96019, United States of America",-122.351405590285,40.6785831,1,carlsbad_and_napa.json,"jaidiS5bDYg,p_bGiIrICqo"
shenandoah valley museum,museum,1,"Shenandoah Valley Museum, Steiner Road, River Pines, Amador County, California, 95669, United States of America",-120.7760452,38.5449069,1,sacramento_and_stockton.json,"JqT6DNtb-WM,JqBXhe8ANT8,pwWX6ZC2H5Y"
fort irwin,hamlet,1,"Fort Irwin, San Bernardino County, California, United States of America",-116.6847523,35.2627527,47,"anaheim_and_fresno.json,anaheim_and_san jose.json,anaheim_and_sausalito.json,avalon_and_bakersfield.json,bakersfield_and_san bernardino.json,avalon_and_sausalito.json,bakersfield_and_monterey.json,bakersfield_and_oakland.json,bakersfield_and_riverside.json,bakersfield_and_sausalito.json,bakersfield_and_stockton.json,big bear lake_and_santa clarita.json,big bear lake_and_sausalito.json,carlsbad_and_oakland.json,carlsbad_and_sacramento.json,carlsbad_and_stockton.json,fresno_and_los angeles.json,fresno_and_san bernardino.json,huntington beach_and_sacramento.json,huntington beach_and_sausalito.json,irvine_and_sacramento.json,irvine_and_sausalito.json,long beach_and_stockton.json,los angeles_and_sausalito.json,los angeles_and_stockton.json,malibu_and_sausalito.json,mammoth lakes_and_riverside.json,monterey_and_san bernardino.json,oakland_and_santa clarita.json,pasadena_and_sausalito.json,riverside_and_sacramento.json,riverside_and_san francisco.json,riverside_and_sausalito.json,riverside_and_stockton.json,sacramento_and_santa clarita.json,san bernardino_and_san jose.json,san bernardino_and_sausalito.json,san diego_and_santa clarita.json,san francisco_and_santa clarita.json,san francisco_and_temecula.json,sacramento_and_san bernardino.json,newport beach_and_sausalito.json,san bernardino_and_stockton.json,santa clarita_and_sausalito.json,san luis obispo_and_santa clarita.json,santa monica_and_sausalito.json,stockton_and_temecula.json","t-02Ed9EzQc,EVtIpBifxdc,UG8DgFjivdM"
castroville,administrative,11,"Castroville, Monterey County, California, United States of America",-121.7580049,36.7657904,107,"anaheim_and_fresno.json,anaheim_and_pismo beach.json,anaheim_and_san jose.json,anaheim_and_san luis obispo.json,anaheim_and_santa cruz.json,anaheim_and_sausalito.json,avalon_and_monterey.json,avalon_and_san luis obispo.json,beverly hills_and_pismo beach.json,avalon_and_sausalito.json,bakersfield_and_monterey.json,bakersfield_and_oakland.json,bakersfield_and_santa cruz.json,bakersfield_and_sausalito.json,bakersfield_and_stockton.json,berkeley_and_pismo beach.json,beverly hills_and_san francisco.json,big bear lake_and_sausalito.json,carlsbad_and_oakland.json,carlsbad_and_sacramento.json,carlsbad_and_santa cruz.json,carlsbad_and_stockton.json,fremont_and_monterey.json,fremont_and_pismo beach.json,fresno_and_los angeles.json,fresno_and_monterey.json,fresno_and_oakland.json,fresno_and_sacramento.json,fresno_and_san bernardino.json,fresno_and_san diego.json,fresno_and_san jose.json,fresno_and_santa cruz.json,fresno_and_santa monica.json,fresno_and_stockton.json,huntington beach_and_sacramento.json,huntington beach_and_san luis obispo.json,huntington beach_and_sausalito.json,irvine_and_sacramento.json,irvine_and_sausalito.json,long beach_and_santa cruz.json,long beach_and_stockton.json,los angeles_and_monterey.json,los angeles_and_pismo beach.json,los angeles_and_sacramento.json,los angeles_and_san francisco.json,los angeles_and_san jose.json,los angeles_and_sausalito.json,los angeles_and_stockton.json,malibu_and_pismo beach.json,malibu_and_sacramento.json,malibu_and_san francisco.json,malibu_and_san jose.json,malibu_and_san luis obispo.json,malibu_and_santa cruz.json,malibu_and_sausalito.json,mammoth lakes_and_riverside.json,monterey_and_pasadena.json,monterey_and_sacramento.json,monterey_and_san bernardino.json,monterey_and_san jose.json,monterey_and_santa barbara.json,monterey_and_stockton.json,los angeles_and_santa cruz.json,malibu_and_monterey.json,mammoth lakes_and_sausalito.json,monterey_and_santa monica.json,oakland_and_santa clarita.json,pasadena_and_santa cruz.json,pasadena_and_sausalito.json,pismo beach_and_riverside.json,pismo beach_and_san diego.json,pismo beach_and_santa cruz.json,pismo beach_and_santa monica.json,pismo beach_and_sausalito.json,riverside_and_sacramento.json,riverside_and_san francisco.json,riverside_and_sausalito.json,riverside_and_stockton.json,sacramento_and_san jose.json,sacramento_and_santa clarita.json,san bernardino_and_san jose.json,san bernardino_and_san luis obispo.json,san bernardino_and_sausalito.json,san diego_and_san jose.json,san diego_and_san luis obispo.json,san diego_and_stockton.json,san francisco_and_santa barbara.json,san francisco_and_santa clarita.json,san francisco_and_santa monica.json,san francisco_and_temecula.json,san jose_and_san luis obispo.json,san jose_and_santa barbara.json,sacramento_and_san bernardino.json,sacramento_and_san diego.json,newport beach_and_sausalito.json,san bernardino_and_stockton.json,san jose_and_santa monica.json,santa clarita_and_sausalito.json,san jose_and_stockton.json,san luis obispo_and_santa clarita.json,san luis obispo_and_santa cruz.json,san luis obispo_and_santa monica.json,san luis obispo_and_sausalito.json,santa barbara_and_santa cruz.json,santa cruz_and_santa monica.json,santa monica_and_sausalito.json,stockton_and_temecula.json","tDN0pYqjCr0,K5evsltJ_qA,UBwHdp5iRsc"
sna airport,aerodrome,3,"John Wayne Airport, Airport Way, Paularino, Orange County, California, 92707, United States of America",-117.868014707705,33.6742056,2,"fremont_and_santa ana.json,irvine_and_santa ana.json","KYSy5m01oDY,P0dJC1FxJ_k,vh9jbTYHOeY"
seraphina road,tertiary,1,"Seraphina Road, Avondale, Nicolas Valley, Temecula, Riverside County, California, 92591, United States of America",-117.1211377,33.5438866,5,"bakersfield_and_santa monica.json,beverly hills_and_san bernardino.json,huntington beach_and_san bernardino.json,huntington beach_and_santa clarita.json,huntington beach_and_temecula.json","PFmi_njlPiQ,Q0PRJaYhNBw,pSWSfO9t6Xk"
sacramento bee,yes,1,"The Sacramento Bee, 2100, Q Street, Sacramento, Sacramento County, California, 95816, United States of America",-121.481037459264,38.56769315,3,"newport beach_and_oakland.json,newport beach_and_sacramento.json,riverside_and_sacramento.json","wjjPToR1qTk,cMIs--fA5gc"
grand lake,neighbourhood,2,"Grand Lake, Oakland, Alameda County, California, 94610, United States of America",-122.2463534,37.8116147,4,"berkeley_and_san jose.json,berkeley_and_oakland.json,fremont_and_oakland.json,oakland_and_stockton.json","fCLmyOPl1Hk,5vs2z5Imqac,u1-oyYdGay8"
mokelumne river,river,2,"Mokelumne River, California, United States of America",-121.4521394,38.2551307,2,"monterey_and_stockton.json,riverside_and_sacramento.json","wbGVptkhJ5g,O6A2P-1klxs,iuNp93YHYt0"
los angeles valley college,school,1,"Los Angeles Valley College, 5800, Fulton Avenue, Valley Village, LA, Los Angeles County, California, 91401, United States of America",-118.420345878476,34.17701045,1,los angeles_and_santa monica.json,"SRuZpdwAkaY,0WD8pjpA05Y,ovEgFP7uVGI"
arno river,cemetery,1,"Galt-Arno Cemetery, Galt, Sacramento County, California, 95632, United States of America",-121.301584147077,38.24212895,1,long beach_and_oakland.json,"Os5G1mX9NPo,SRAlzv-VBvI,rITO1IsYyPU"
andorra,residential,1,"Andorra, Palmia, Mission Viejo, Orange County, California, 92679, United States of America",-117.6287596,33.6500463,1,san bernardino_and_santa ana.json,"POOvmkhlUD4,B10DiNXmFQM,bswsVef5Keo"
us coast guard station san francisco,military,1,"US Coast Guard Station San Francisco, Healy Avenue, SF, California, 94130, United States of America",-122.3616945,37.8113178,1,oakland_and_san francisco.json,"pJCbtxc-cyY,OG0XiBjW8Wc,Yf1Wa4B6mNI"
puddingstone lake,dam,1,"Puddingstone 32-009 Dam, Los Angeles County, California, United States of America",-117.80908701975,34.09040915,1,malibu_and_pasadena.json,"ac3rkfwVv9k,mfOXSVWNwrc,O1jm4QsxUMQ"
monterey transit plaza,K2453,1,"Monterey Transit Plaza, Munras Avenue, Monterey, Monterey County, California, 93940, United States of America",-121.8944038,36.5974569,1,fremont_and_monterey.json,"4GM0n3geUe0,dm3-LP0ABeU,ujMJ1Bm99ik"
south mountain park,peak,1,"South, Los Angeles County, California, United States of America",-118.3432299,33.3054766,1,beverly hills_and_big bear lake.json,"jxt51oxWh6U,b5QqF5iLi50,jGM0YqouXjE"
grout bay trail,bay,2,"Grout Bay, North Shore Drive, Boulder Bay, San Bernardino County, California, 92314, United States of America",-116.9425341,34.2636178,2,"big bear lake_and_pasadena.json,big bear lake_and_santa barbara.json","OTUa8IMX6qE,QpU1K8GspDE,rTTGQEDnFCc"
