"mention_name@blogSrc","mention_type@blogSrc","mention_popularity@blogSrc","mention_address@blogSrc","mention_longitude@blogSrc","mention_latitude@blogSrc","no_of_blogFiles@blogSrc","mention_found_in_blogFiles@blogSrc","youTubeLinkIds@blogSrc","attraction_in@tripAdvisorSrc","attraction_longitude@tripAdvisorSrc","attraction_latitude@tripAdvisorSrc","attraction_in_file@tripAdvisorSrc","youTubeLinkIds@tripAdvisorSrc","mention_long_round","mention_lat_round"
"gilroy","city","4","Gilroy, Santa Clara County, California, United States of America","-121.5631722","37.0065078","89","anaheim_and_monterey.json,anaheim_and_oakland.json,anaheim_and_pismo beach.json,anaheim_and_sacramento.json,anaheim_and_san francisco.json,anaheim_and_san jose.json,anaheim_and_san luis obispo.json,anaheim_and_santa cruz.json,avalon_and_san jose.json,berkeley_and_san jose.json,bakersfield_and_monterey.json,bakersfield_and_san diego.json,bakersfield_and_san francisco.json,bakersfield_and_san jose.json,bakersfield_and_santa cruz.json,berkeley_and_los angeles.json,berkeley_and_monterey.json,berkeley_and_pismo beach.json,berkeley_and_san diego.json,berkeley_and_santa ana.json,berkeley_and_santa barbara.json,beverly hills_and_san francisco.json,carlsbad_and_santa cruz.json,fremont_and_los angeles.json,fremont_and_monterey.json,huntington beach_and_monterey.json,huntington beach_and_oakland.json,huntington beach_and_sacramento.json,huntington beach_and_san luis obispo.json,irvine_and_monterey.json,irvine_and_pismo beach.json,irvine_and_santa cruz.json,huntington beach_and_san jose.json,long beach_and_oakland.json,los angeles_and_monterey.json,los angeles_and_oakland.json,los angeles_and_pismo beach.json,los angeles_and_sacramento.json,los angeles_and_san francisco.json,los angeles_and_san jose.json,los angeles_and_san luis obispo.json,monterey_and_oakland.json,monterey_and_pasadena.json,monterey_and_riverside.json,monterey_and_sacramento.json,monterey_and_san diego.json,monterey_and_san jose.json,monterey_and_santa clarita.json,napa_and_santa ana.json,napa_and_santa clarita.json,napa_and_santa cruz.json,los angeles_and_santa cruz.json,oakland_and_pasadena.json,oakland_and_santa ana.json,oakland_and_santa clarita.json,oakland_and_santa monica.json,pasadena_and_pismo beach.json,pasadena_and_sacramento.json,pasadena_and_san francisco.json,pasadena_and_san jose.json,pasadena_and_san luis obispo.json,pasadena_and_santa cruz.json,pismo beach_and_riverside.json,pismo beach_and_sacramento.json,pismo beach_and_san diego.json,pismo beach_and_san jose.json,pismo beach_and_santa ana.json,riverside_and_san francisco.json,riverside_and_san jose.json,sacramento_and_san jose.json,sacramento_and_san luis obispo.json,sacramento_and_santa ana.json,sacramento_and_santa barbara.json,sacramento_and_santa cruz.json,sacramento_and_santa monica.json,san bernardino_and_san francisco.json,san diego_and_san jose.json,san diego_and_santa cruz.json,san francisco_and_santa ana.json,san francisco_and_santa barbara.json,san francisco_and_santa clarita.json,san francisco_and_santa cruz.json,san jose_and_santa ana.json,san jose_and_santa barbara.json,san jose_and_santa cruz.json,sacramento_and_san diego.json,oakland_and_pismo beach.json,san jose_and_temecula.json,san luis obispo_and_santa cruz.json","grQky2apGbo,Q2TYIrgn2aE","Gilroy","-121.5631722","37.0065078","gilroy.json","8L8c-aIKH-o,z9PXX8hU8k8,xYmCAlJr-bg","-121.56","37.01"
"chowchilla","city","1","Chowchilla, Madera County, California, United States of America","-120.286426136452","37.1123505","5","beverly hills_and_san luis obispo.json,fremont_and_santa barbara.json,sacramento_and_san luis obispo.json,san bernardino_and_san luis obispo.json,sacramento_and_san bernardino.json","wn4dvM59pA4,wZ0L8q35GOE","Chowchilla","-120.286426136452","37.1123505","chowchilla.json","LN6f_6C84C8,LskTYNL5zb4,XDz0M4WZe7g","-120.29","37.11"
"saratoga","city","8","Saratoga, Santa Clara County, California, United States of America","-122.0230145","37.2638324","23","berkeley_and_fremont.json,fremont_and_monterey.json,fremont_and_napa.json,fremont_and_oakland.json,fremont_and_sacramento.json,fremont_and_san francisco.json,irvine_and_san jose.json,irvine_and_santa cruz.json,los angeles_and_stockton.json,malibu_and_santa cruz.json,mammoth lakes_and_san luis obispo.json,napa_and_san diego.json,los angeles_and_santa cruz.json,riverside_and_sacramento.json,riverside_and_san francisco.json,riverside_and_santa cruz.json,riverside_and_stockton.json,sacramento_and_san jose.json,sacramento_and_santa clarita.json,san francisco_and_santa ana.json,san francisco_and_santa clarita.json,santa clarita_and_santa cruz.json,santa clarita_and_stockton.json","hbiQn4-1qv8,z7yFPau53Ew,RVrY9JAG8wk","Saratoga","-122.0230145","37.2638324","saratoga.json","1CubD-irjxU,rp2I3jJi5DA,k4593eSu_Ik","-122.02","37.26"
"cupertino","city","13","Cupertino, Santa Clara County, California, United States of America","-122.0322518","37.3230107","41","avalon_and_monterey.json,avalon_and_napa.json,berkeley_and_san jose.json,bakersfield_and_napa.json,berkeley_and_fremont.json,carlsbad_and_napa.json,fremont_and_oakland.json,fremont_and_sacramento.json,fremont_and_san bernardino.json,fremont_and_san francisco.json,fremont_and_san jose.json,fremont_and_sausalito.json,fresno_and_napa.json,irvine_and_napa.json,irvine_and_san jose.json,irvine_and_santa cruz.json,long beach_and_oakland.json,los angeles_and_oakland.json,los angeles_and_san francisco.json,los angeles_and_sausalito.json,los angeles_and_stockton.json,mammoth lakes_and_san luis obispo.json,mammoth lakes_and_santa ana.json,mammoth lakes_and_santa barbara.json,napa_and_san bernardino.json,napa_and_san diego.json,napa_and_san jose.json,los angeles_and_santa cruz.json,oakland_and_san jose.json,oakland_and_stockton.json,riverside_and_sacramento.json,riverside_and_san francisco.json,riverside_and_santa cruz.json,riverside_and_stockton.json,sacramento_and_santa clarita.json,san francisco_and_santa ana.json,san francisco_and_santa clarita.json,san francisco_and_santa cruz.json,sacramento_and_san francisco.json,santa clarita_and_santa cruz.json,santa clarita_and_stockton.json","eXxOLNRBdXw,7QJsfllDuNU,hf1hhb9ixXY","Cupertino","-122.0322518","37.3230107","cupertino.json","3VaC3LsMWqE,7QJsfllDuNU","-122.03","37.32"
"san jose","city","206","San Jos������, Santa Clara County, California, United States of America","-121.8905832","37.3361905","337","anaheim_and_berkeley.json,anaheim_and_fremont.json,anaheim_and_fresno.json,anaheim_and_monterey.json,anaheim_and_oakland.json,anaheim_and_pismo beach.json,anaheim_and_sacramento.json,anaheim_and_san francisco.json,anaheim_and_san jose.json,anaheim_and_san luis obispo.json,anaheim_and_santa cruz.json,anaheim_and_sausalito.json,anaheim_and_stockton.json,avalon_and_berkeley.json,avalon_and_fremont.json,avalon_and_fresno.json,avalon_and_monterey.json,avalon_and_oakland.json,avalon_and_pismo beach.json,avalon_and_sacramento.json,avalon_and_san jose.json,avalon_and_san luis obispo.json,anaheim_and_napa.json,berkeley_and_long beach.json,berkeley_and_san jose.json,avalon_and_santa cruz.json,avalon_and_sausalito.json,avalon_and_stockton.json,bakersfield_and_berkeley.json,bakersfield_and_fremont.json,bakersfield_and_monterey.json,bakersfield_and_napa.json,bakersfield_and_oakland.json,bakersfield_and_sacramento.json,bakersfield_and_san diego.json,bakersfield_and_san francisco.json,bakersfield_and_san jose.json,bakersfield_and_santa cruz.json,bakersfield_and_sausalito.json,bakersfield_and_stockton.json,berkeley_and_los angeles.json,berkeley_and_malibu.json,berkeley_and_mammoth lakes.json,berkeley_and_newport beach.json,berkeley_and_pismo beach.json,berkeley_and_riverside.json,berkeley_and_sacramento.json,berkeley_and_san luis obispo.json,berkeley_and_santa ana.json,berkeley_and_santa barbara.json,berkeley_and_santa clarita.json,berkeley_and_santa cruz.json,berkeley_and_santa monica.json,berkeley_and_stockton.json,berkeley_and_temecula.json,berkeley_and_big bear lake.json,berkeley_and_carlsbad.json,berkeley_and_fremont.json,berkeley_and_fresno.json,berkeley_and_huntington beach.json,berkeley_and_irvine.json,beverly hills_and_fremont.json,beverly hills_and_fresno.json,beverly hills_and_mammoth lakes.json,beverly hills_and_monterey.json,beverly hills_and_napa.json,beverly hills_and_oakland.json,beverly hills_and_sacramento.json,beverly hills_and_san francisco.json,beverly hills_and_san jose.json,beverly hills_and_santa cruz.json,beverly hills_and_stockton.json,big bear lake_and_mammoth lakes.json,big bear lake_and_monterey.json,big bear lake_and_napa.json,big bear lake_and_oakland.json,big bear lake_and_sacramento.json,big bear lake_and_san jose.json,big bear lake_and_san luis obispo.json,big bear lake_and_santa cruz.json,big bear lake_and_sausalito.json,big bear lake_and_stockton.json,carlsbad_and_fresno.json,carlsbad_and_monterey.json,carlsbad_and_napa.json,carlsbad_and_oakland.json,carlsbad_and_sacramento.json,carlsbad_and_san jose.json,carlsbad_and_santa cruz.json,carlsbad_and_stockton.json,fremont_and_fresno.json,fremont_and_huntington beach.json,fremont_and_irvine.json,fremont_and_long beach.json,fremont_and_los angeles.json,fremont_and_malibu.json,fremont_and_monterey.json,fremont_and_napa.json,fremont_and_newport beach.json,fremont_and_oakland.json,fremont_and_pismo beach.json,fremont_and_sacramento.json,fremont_and_san bernardino.json,fremont_and_san diego.json,fremont_and_san francisco.json,fremont_and_san jose.json,fremont_and_san luis obispo.json,fremont_and_santa ana.json,fremont_and_santa barbara.json,fremont_and_santa clarita.json,fremont_and_santa cruz.json,fremont_and_santa monica.json,fremont_and_sausalito.json,fremont_and_stockton.json,fresno_and_huntington beach.json,fresno_and_irvine.json,fresno_and_long beach.json,fresno_and_los angeles.json,fresno_and_malibu.json,fresno_and_monterey.json,fresno_and_napa.json,fresno_and_oakland.json,fresno_and_pasadena.json,fresno_and_sacramento.json,fresno_and_san bernardino.json,fresno_and_san diego.json,fresno_and_san francisco.json,fresno_and_san jose.json,fresno_and_santa ana.json,fresno_and_santa barbara.json,fresno_and_santa clarita.json,fresno_and_santa cruz.json,fresno_and_santa monica.json,fresno_and_sausalito.json,fresno_and_stockton.json,huntington beach_and_monterey.json,huntington beach_and_napa.json,huntington beach_and_oakland.json,huntington beach_and_sacramento.json,huntington beach_and_san francisco.json,huntington beach_and_san luis obispo.json,huntington beach_and_santa cruz.json,huntington beach_and_sausalito.json,huntington beach_and_stockton.json,irvine_and_mammoth lakes.json,irvine_and_monterey.json,irvine_and_napa.json,irvine_and_oakland.json,irvine_and_pismo beach.json,irvine_and_sacramento.json,irvine_and_san jose.json,irvine_and_san luis obispo.json,irvine_and_santa cruz.json,irvine_and_sausalito.json,carlsbad_and_san luis obispo.json,fresno_and_riverside.json,huntington beach_and_san jose.json,long beach_and_napa.json,long beach_and_oakland.json,long beach_and_pismo beach.json,long beach_and_sacramento.json,long beach_and_san francisco.json,long beach_and_san jose.json,long beach_and_san luis obispo.json,long beach_and_santa cruz.json,long beach_and_stockton.json,los angeles_and_mammoth lakes.json,los angeles_and_monterey.json,los angeles_and_napa.json,long beach_and_mammoth lakes.json,los angeles_and_oakland.json,los angeles_and_sacramento.json,los angeles_and_san francisco.json,los angeles_and_san jose.json,los angeles_and_san luis obispo.json,los angeles_and_sausalito.json,los angeles_and_stockton.json,malibu_and_napa.json,malibu_and_pismo beach.json,malibu_and_sacramento.json,malibu_and_san francisco.json,malibu_and_san jose.json,malibu_and_san luis obispo.json,malibu_and_santa cruz.json,malibu_and_sausalito.json,malibu_and_stockton.json,mammoth lakes_and_monterey.json,mammoth lakes_and_napa.json,mammoth lakes_and_oakland.json,mammoth lakes_and_riverside.json,mammoth lakes_and_sacramento.json,mammoth lakes_and_san diego.json,mammoth lakes_and_san jose.json,mammoth lakes_and_san luis obispo.json,mammoth lakes_and_santa ana.json,mammoth lakes_and_santa barbara.json,mammoth lakes_and_santa clarita.json,mammoth lakes_and_santa cruz.json,mammoth lakes_and_santa monica.json,mammoth lakes_and_stockton.json,mammoth lakes_and_temecula.json,monterey_and_napa.json,monterey_and_oakland.json,monterey_and_pasadena.json,monterey_and_pismo beach.json,monterey_and_riverside.json,monterey_and_sacramento.json,monterey_and_san bernardino.json,monterey_and_san diego.json,monterey_and_san jose.json,monterey_and_san luis obispo.json,monterey_and_santa barbara.json,monterey_and_santa cruz.json,monterey_and_stockton.json,monterey_and_temecula.json,napa_and_newport beach.json,napa_and_pasadena.json,napa_and_pismo beach.json,napa_and_san diego.json,napa_and_san jose.json,napa_and_san luis obispo.json,napa_and_santa barbara.json,napa_and_santa cruz.json,napa_and_santa monica.json,long beach_and_monterey.json,los angeles_and_santa cruz.json,malibu_and_monterey.json,mammoth lakes_and_pismo beach.json,mammoth lakes_and_sausalito.json,monterey_and_newport beach.json,monterey_and_santa monica.json,napa_and_temecula.json,newport beach_and_oakland.json,newport beach_and_sacramento.json,newport beach_and_san francisco.json,newport beach_and_san jose.json,newport beach_and_san luis obispo.json,newport beach_and_santa cruz.json,newport beach_and_stockton.json,oakland_and_pasadena.json,oakland_and_riverside.json,oakland_and_sacramento.json,oakland_and_san bernardino.json,oakland_and_san diego.json,oakland_and_san jose.json,oakland_and_san luis obispo.json,oakland_and_santa ana.json,oakland_and_santa barbara.json,oakland_and_santa clarita.json,oakland_and_santa cruz.json,oakland_and_santa monica.json,oakland_and_stockton.json,pasadena_and_sacramento.json,pasadena_and_san jose.json,pasadena_and_santa cruz.json,pasadena_and_sausalito.json,pasadena_and_stockton.json,pismo beach_and_riverside.json,pismo beach_and_sacramento.json,pismo beach_and_san bernardino.json,pismo beach_and_san diego.json,pismo beach_and_san jose.json,pismo beach_and_santa ana.json,pismo beach_and_santa cruz.json,pismo beach_and_sausalito.json,pismo beach_and_stockton.json,riverside_and_sacramento.json,riverside_and_san francisco.json,riverside_and_san jose.json,riverside_and_santa cruz.json,riverside_and_sausalito.json,riverside_and_stockton.json,sacramento_and_san jose.json,sacramento_and_san luis obispo.json,sacramento_and_santa ana.json,sacramento_and_santa barbara.json,sacramento_and_santa clarita.json,sacramento_and_santa cruz.json,sacramento_and_santa monica.json,sacramento_and_temecula.json,san bernardino_and_san francisco.json,san bernardino_and_san jose.json,san bernardino_and_san luis obispo.json,san bernardino_and_santa cruz.json,san bernardino_and_sausalito.json,san diego_and_san jose.json,san diego_and_san luis obispo.json,san diego_and_santa cruz.json,san diego_and_sausalito.json,san diego_and_stockton.json,san francisco_and_santa ana.json,san francisco_and_santa barbara.json,san francisco_and_santa clarita.json,san francisco_and_santa cruz.json,san francisco_and_santa monica.json,san francisco_and_stockton.json,san francisco_and_temecula.json,san jose_and_san luis obispo.json,san jose_and_santa ana.json,san jose_and_santa barbara.json,san jose_and_santa clarita.json,san jose_and_santa cruz.json,sacramento_and_san bernardino.json,sacramento_and_san diego.json,newport beach_and_pismo beach.json,newport beach_and_sausalito.json,oakland_and_pismo beach.json,oakland_and_temecula.json,sacramento_and_san francisco.json,san bernardino_and_stockton.json,san jose_and_santa monica.json,santa clarita_and_sausalito.json,irvine_and_stockton.json,san jose_and_sausalito.json,san jose_and_stockton.json,san jose_and_temecula.json,san luis obispo_and_santa ana.json,san luis obispo_and_santa cruz.json,san luis obispo_and_sausalito.json,san luis obispo_and_stockton.json,san luis obispo_and_temecula.json,santa ana_and_sausalito.json,santa ana_and_stockton.json,santa barbara_and_santa cruz.json,santa barbara_and_sausalito.json,santa barbara_and_stockton.json,santa clarita_and_santa cruz.json,santa clarita_and_stockton.json,santa cruz_and_santa monica.json,santa cruz_and_sausalito.json,santa cruz_and_stockton.json,santa cruz_and_temecula.json,santa monica_and_sausalito.json,santa monica_and_stockton.json,sausalito_and_stockton.json,sausalito_and_temecula.json,stockton_and_temecula.json","Hek1XerBwjE,car6ehhepxw,g2633pU20vQ","San Jose","-121.8905832","37.3361905","san_jose.json","Bcs-4Y-49-8,T2apzECdcBQ,DL0HWGQzT-k","-121.89","37.34"
"santa clara","city","36","Santa Clara, Santa Clara County, California, United States of America","-121.9551743","37.3541132","147","anaheim_and_fresno.json,anaheim_and_san jose.json,anaheim_and_santa cruz.json,anaheim_and_sausalito.json,avalon_and_berkeley.json,berkeley_and_san jose.json,avalon_and_sausalito.json,bakersfield_and_berkeley.json,bakersfield_and_monterey.json,bakersfield_and_oakland.json,bakersfield_and_san jose.json,bakersfield_and_sausalito.json,bakersfield_and_stockton.json,berkeley_and_sacramento.json,berkeley_and_santa barbara.json,berkeley_and_santa clarita.json,berkeley_and_santa monica.json,berkeley_and_stockton.json,berkeley_and_fremont.json,berkeley_and_irvine.json,beverly hills_and_fremont.json,beverly hills_and_fresno.json,beverly hills_and_santa cruz.json,beverly hills_and_stockton.json,big bear lake_and_sausalito.json,big bear lake_and_stockton.json,carlsbad_and_oakland.json,carlsbad_and_sacramento.json,carlsbad_and_stockton.json,fremont_and_fresno.json,fremont_and_los angeles.json,fremont_and_monterey.json,fremont_and_oakland.json,fremont_and_sacramento.json,fremont_and_san bernardino.json,fremont_and_san diego.json,fremont_and_san francisco.json,fremont_and_san jose.json,fremont_and_santa clarita.json,fremont_and_santa cruz.json,fremont_and_santa monica.json,fremont_and_sausalito.json,fremont_and_stockton.json,fresno_and_huntington beach.json,fresno_and_irvine.json,fresno_and_los angeles.json,fresno_and_monterey.json,fresno_and_oakland.json,fresno_and_sacramento.json,fresno_and_san bernardino.json,fresno_and_san diego.json,fresno_and_san jose.json,fresno_and_santa barbara.json,fresno_and_santa clarita.json,fresno_and_santa cruz.json,fresno_and_stockton.json,huntington beach_and_sacramento.json,huntington beach_and_sausalito.json,huntington beach_and_stockton.json,irvine_and_sacramento.json,irvine_and_san jose.json,irvine_and_san luis obispo.json,irvine_and_sausalito.json,fresno_and_riverside.json,long beach_and_oakland.json,long beach_and_san francisco.json,long beach_and_san jose.json,long beach_and_stockton.json,los angeles_and_san jose.json,los angeles_and_sausalito.json,los angeles_and_stockton.json,malibu_and_sausalito.json,malibu_and_stockton.json,mammoth lakes_and_riverside.json,mammoth lakes_and_san luis obispo.json,mammoth lakes_and_santa ana.json,mammoth lakes_and_santa barbara.json,mammoth lakes_and_santa clarita.json,monterey_and_riverside.json,monterey_and_sacramento.json,monterey_and_san bernardino.json,monterey_and_santa barbara.json,monterey_and_santa clarita.json,monterey_and_santa cruz.json,monterey_and_stockton.json,napa_and_santa barbara.json,napa_and_santa monica.json,los angeles_and_santa cruz.json,mammoth lakes_and_sausalito.json,monterey_and_santa monica.json,newport beach_and_santa cruz.json,oakland_and_sacramento.json,oakland_and_san bernardino.json,oakland_and_san jose.json,oakland_and_san luis obispo.json,oakland_and_santa clarita.json,oakland_and_santa cruz.json,oakland_and_stockton.json,pasadena_and_san jose.json,pasadena_and_sausalito.json,pasadena_and_stockton.json,pismo beach_and_stockton.json,riverside_and_sacramento.json,riverside_and_san francisco.json,riverside_and_san jose.json,riverside_and_sausalito.json,riverside_and_stockton.json,sacramento_and_san jose.json,sacramento_and_santa ana.json,sacramento_and_santa barbara.json,sacramento_and_santa clarita.json,sacramento_and_santa cruz.json,san bernardino_and_san jose.json,san bernardino_and_san luis obispo.json,san bernardino_and_santa cruz.json,san bernardino_and_sausalito.json,san diego_and_san luis obispo.json,san diego_and_santa cruz.json,san diego_and_stockton.json,san francisco_and_santa ana.json,san francisco_and_santa barbara.json,san francisco_and_santa clarita.json,san francisco_and_santa monica.json,san francisco_and_stockton.json,san francisco_and_temecula.json,san jose_and_san luis obispo.json,san jose_and_santa clarita.json,san jose_and_santa cruz.json,sacramento_and_san bernardino.json,newport beach_and_sausalito.json,sacramento_and_san francisco.json,san bernardino_and_stockton.json,san jose_and_santa monica.json,santa clarita_and_sausalito.json,irvine_and_stockton.json,san jose_and_stockton.json,san luis obispo_and_sausalito.json,san luis obispo_and_stockton.json,santa barbara_and_sausalito.json,santa barbara_and_stockton.json,santa clarita_and_santa cruz.json,santa clarita_and_stockton.json,santa cruz_and_stockton.json,santa monica_and_sausalito.json,santa monica_and_stockton.json,sausalito_and_stockton.json,stockton_and_temecula.json","HVXBSYhSTus,jLw_AsBnhLw,munOlxCml4c","Santa Clara","-121.9551743","37.3541132","santa_clara.json","f4H1QfEesnQ,M9yoLMNF1dE,vRwroRXkUa4","-121.96","37.35"
"los altos","city","5","Los Altos, Santa Clara County, California, United States of America","-122.1165779","37.3790629","17","berkeley_and_fremont.json,fremont_and_san jose.json,irvine_and_san jose.json,irvine_and_santa cruz.json,huntington beach_and_san jose.json,los angeles_and_stockton.json,napa_and_santa cruz.json,los angeles_and_santa cruz.json,riverside_and_sacramento.json,riverside_and_san francisco.json,riverside_and_santa cruz.json,riverside_and_stockton.json,sacramento_and_santa clarita.json,san francisco_and_santa ana.json,san francisco_and_santa clarita.json,santa clarita_and_santa cruz.json,santa clarita_and_stockton.json","AEcLQFHWMaE,NGbdSewOpzs,SPxSLPvgRc0","Los Altos","-122.1165779","37.3790629","los_altos.json","O9W-EMhiMF8,tzfUcDBTaXQ,p17DEYaVj7E","-122.12","37.38"
"milpitas","city","12","Milpitas, Santa Clara County, California, United States of America","-121.9066237","37.4282724","16","berkeley_and_san jose.json,berkeley_and_fremont.json,beverly hills_and_santa cruz.json,fremont_and_monterey.json,fremont_and_san bernardino.json,fremont_and_san jose.json,fremont_and_santa cruz.json,mammoth lakes_and_napa.json,mammoth lakes_and_newport beach.json,malibu_and_mammoth lakes.json,mammoth lakes_and_san luis obispo.json,mammoth lakes_and_santa ana.json,mammoth lakes_and_santa barbara.json,mammoth lakes_and_santa monica.json,napa_and_newport beach.json,san jose_and_stockton.json","L70mGkUN-Ug,QRXNbrrRlWE,TXqWq-thkZM","Milpitas","-121.9066237","37.4282724","milpitas.json","q4AdxAqZWyQ,Sf9CAnd_Kuw","-121.91","37.43"
"palo alto","city","32","Palo Alto, Santa Clara County, California, United States of America","-122.1634471","37.442156","104","anaheim_and_fresno.json,anaheim_and_san francisco.json,anaheim_and_san jose.json,anaheim_and_sausalito.json,anaheim_and_napa.json,berkeley_and_long beach.json,berkeley_and_san jose.json,avalon_and_sausalito.json,bakersfield_and_monterey.json,bakersfield_and_napa.json,bakersfield_and_oakland.json,bakersfield_and_san francisco.json,bakersfield_and_sausalito.json,bakersfield_and_stockton.json,berkeley_and_riverside.json,berkeley_and_san diego.json,berkeley_and_santa barbara.json,berkeley_and_santa cruz.json,berkeley_and_big bear lake.json,berkeley_and_fremont.json,berkeley_and_fresno.json,berkeley_and_irvine.json,beverly hills_and_oakland.json,big bear lake_and_napa.json,big bear lake_and_san jose.json,big bear lake_and_san luis obispo.json,big bear lake_and_santa cruz.json,big bear lake_and_sausalito.json,carlsbad_and_oakland.json,carlsbad_and_sacramento.json,carlsbad_and_stockton.json,fremont_and_los angeles.json,fremont_and_monterey.json,fremont_and_oakland.json,fremont_and_san bernardino.json,fremont_and_san jose.json,fremont_and_santa cruz.json,fresno_and_huntington beach.json,fresno_and_los angeles.json,fresno_and_monterey.json,fresno_and_oakland.json,fresno_and_sacramento.json,fresno_and_san bernardino.json,fresno_and_san diego.json,fresno_and_san francisco.json,fresno_and_san jose.json,fresno_and_santa barbara.json,fresno_and_stockton.json,huntington beach_and_sacramento.json,huntington beach_and_sausalito.json,irvine_and_monterey.json,irvine_and_napa.json,irvine_and_sacramento.json,irvine_and_san jose.json,irvine_and_sausalito.json,long beach_and_sacramento.json,long beach_and_stockton.json,los angeles_and_napa.json,los angeles_and_sausalito.json,los angeles_and_stockton.json,malibu_and_san jose.json,malibu_and_sausalito.json,mammoth lakes_and_napa.json,mammoth lakes_and_riverside.json,mammoth lakes_and_san luis obispo.json,mammoth lakes_and_santa ana.json,mammoth lakes_and_santa barbara.json,monterey_and_sacramento.json,monterey_and_san bernardino.json,monterey_and_stockton.json,napa_and_santa cruz.json,mammoth lakes_and_sausalito.json,oakland_and_santa barbara.json,oakland_and_santa clarita.json,oakland_and_stockton.json,pasadena_and_sausalito.json,riverside_and_sacramento.json,riverside_and_san francisco.json,riverside_and_sausalito.json,riverside_and_stockton.json,sacramento_and_san jose.json,sacramento_and_santa clarita.json,sacramento_and_santa cruz.json,san bernardino_and_san jose.json,san bernardino_and_sausalito.json,san diego_and_santa cruz.json,san diego_and_sausalito.json,san francisco_and_santa clarita.json,san francisco_and_stockton.json,san francisco_and_temecula.json,san jose_and_san luis obispo.json,san jose_and_santa barbara.json,sacramento_and_san bernardino.json,newport beach_and_sausalito.json,sacramento_and_san francisco.json,san bernardino_and_stockton.json,santa clarita_and_sausalito.json,san jose_and_stockton.json,san luis obispo_and_sausalito.json,santa barbara_and_santa cruz.json,santa monica_and_sausalito.json,santa monica_and_stockton.json,sausalito_and_stockton.json,stockton_and_temecula.json","sTqMUu1iTIo,BwqLSfYUt8U,9ZiR24xXS8k","Palo Alto","-122.1634471","37.442156","palo_alto.json","x6lJIwmNwos,Pi1Y6efZUIY,law7od3DAvA","-122.16","37.44"
"turlock","city","2","Turlock, Stanislaus County, California, United States of America","-120.846594","37.4946568","56","anaheim_and_fresno.json,anaheim_and_san jose.json,anaheim_and_sausalito.json,avalon_and_sausalito.json,bakersfield_and_carlsbad.json,bakersfield_and_monterey.json,bakersfield_and_oakland.json,bakersfield_and_sacramento.json,bakersfield_and_sausalito.json,bakersfield_and_stockton.json,big bear lake_and_sausalito.json,carlsbad_and_oakland.json,carlsbad_and_sacramento.json,carlsbad_and_stockton.json,fresno_and_los angeles.json,fresno_and_monterey.json,fresno_and_oakland.json,fresno_and_pismo beach.json,fresno_and_sacramento.json,fresno_and_san bernardino.json,fresno_and_san jose.json,fresno_and_stockton.json,huntington beach_and_sacramento.json,huntington beach_and_sausalito.json,irvine_and_sacramento.json,irvine_and_sausalito.json,long beach_and_stockton.json,los angeles_and_sausalito.json,los angeles_and_stockton.json,malibu_and_sausalito.json,mammoth lakes_and_riverside.json,monterey_and_sacramento.json,monterey_and_san bernardino.json,monterey_and_stockton.json,mammoth lakes_and_sausalito.json,oakland_and_santa clarita.json,pasadena_and_sausalito.json,riverside_and_sacramento.json,riverside_and_san francisco.json,riverside_and_sausalito.json,riverside_and_stockton.json,sacramento_and_san jose.json,sacramento_and_santa clarita.json,san bernardino_and_san jose.json,san bernardino_and_sausalito.json,san francisco_and_santa clarita.json,san francisco_and_temecula.json,sacramento_and_san bernardino.json,newport beach_and_sausalito.json,san bernardino_and_stockton.json,santa clarita_and_sausalito.json,san jose_and_stockton.json,san luis obispo_and_sausalito.json,santa monica_and_sausalito.json,sausalito_and_stockton.json,stockton_and_temecula.json","sZce4E7U8DY,u1ktWZVYsNo","Turlock","-120.846594","37.4946568","turlock.json","sJA_4td6VV8,b5d566-aVJE,K_J2Jif8Yyc","-120.85","37.49"
"belmont","city","3","Belmont, San Mateo County, California, United States of America","-122.2758007","37.5202145","8","fremont_and_oakland.json,irvine_and_san jose.json,riverside_and_sacramento.json,riverside_and_san francisco.json,sacramento_and_santa clarita.json,san francisco_and_santa clarita.json,sacramento_and_san francisco.json,santa clarita_and_stockton.json","yZHu0VO1abI,PKxmvnqkXE4,X2g2e6WSe5s","Belmont","-122.2758007","37.5202145","belmont.json","hfYVIHUmRSg,8kODWDoD0sw,mI_sIqbzuEQ","-122.28","37.52"
"foster city","city","1","Foster City, San Mateo County, California, United States of America","-122.2688521","37.5600336","13","irvine_and_san jose.json,irvine_and_santa cruz.json,los angeles_and_stockton.json,los angeles_and_santa cruz.json,riverside_and_sacramento.json,riverside_and_san francisco.json,riverside_and_santa cruz.json,riverside_and_stockton.json,sacramento_and_santa clarita.json,san francisco_and_santa ana.json,san francisco_and_santa clarita.json,santa clarita_and_santa cruz.json,santa clarita_and_stockton.json","XPBd8_HNYsA,uOlQW0GUSbI,TgycAfxETak","Foster City","-122.2688521","37.5600336","foster_city.json","dQg5Zhp4DVs,K9-V0CxLPJA,hytRoPOMh9I","-122.27","37.56"
"burlingame","city","3","Burlingame, San Mateo County, California, United States of America","-122.3660824","37.5841026","3","berkeley_and_san jose.json,berkeley_and_napa.json,berkeley_and_sacramento.json","G-vc6ETCuJY,t9GFXhIaP0Y,UXu431uvWac","Burlingame","-122.3660824","37.5841026","burlingame.json","mgO8xSLWB10,EsXidnZ9rQE,ZOeqFezN5Mw","-122.37","37.58"
