"mention_name","mention_type","mention_popularity","mention_address","mention_longitude","mention_latitude","no_of_blogFiles","mention_found_in_blogFiles","youTubeLinkIds"
"' garden grove","city","1","Garden Grove, Orange County, California, United States of America","-117.9463716","33.7746292","1","long beach_and_riverside.json","NxDO8PipeBw,si3vpXhIJaQ,cRTMSsMMFs0"
"alhambra","city","8","Alhambra, Los Angeles County, California, United States of America","-118.1268241","34.0927361","42","anaheim_and_fresno.json,bakersfield_and_beverly hills.json,bakersfield_and_santa monica.json,beverly hills_and_fresno.json,beverly hills_and_huntington beach.json,beverly hills_and_long beach.json,beverly hills_and_monterey.json,beverly hills_and_sacramento.json,beverly hills_and_san bernardino.json,beverly hills_and_santa ana.json,beverly hills_and_temecula.json,big bear lake_and_santa clarita.json,fresno_and_irvine.json,fresno_and_long beach.json,fresno_and_malibu.json,fresno_and_pasadena.json,fresno_and_santa ana.json,fresno_and_temecula.json,huntington beach_and_pasadena.json,irvine_and_malibu.json,irvine_and_oakland.json,irvine_and_sacramento.json,fresno_and_riverside.json,irvine_and_pasadena.json,irvine_and_temecula.json,long beach_and_pasadena.json,long beach_and_san bernardino.json,long beach_and_temecula.json,malibu_and_riverside.json,newport beach_and_oakland.json,newport beach_and_pasadena.json,newport beach_and_san jose.json,pasadena_and_riverside.json,pasadena_and_santa ana.json,pasadena_and_santa clarita.json,pasadena_and_temecula.json,riverside_and_santa monica.json,sacramento_and_santa ana.json,san bernardino_and_santa ana.json,san bernardino_and_santa monica.json,pasadena_and_san bernardino.json,santa monica_and_temecula.json","DpsQbnup0oE,zmnOI4xmv8U,0zHkAowMKrU"
"alturas","city","1","Alturas, Modoc County, California, United States of America","-120.542327","41.487123","1","mammoth lakes_and_temecula.json","3iMrKlVvkDI,EnBbz6lDl9Q,M4lQHTLJSCE"
"amador city","city","1","Amador City, Amador County, California, United States of America","-120.8241029","38.4193553","4","avalon_and_mammoth lakes.json,mammoth lakes_and_napa.json,mammoth lakes_and_sacramento.json,mammoth lakes_and_san jose.json","LGOHqf2eMro,vSJWnsNqLhM,wOLTCjB4l5U"
"amador cty","city","1","Amador City, Amador County, California, United States of America","-120.8241029","38.4193553","10","avalon_and_sacramento.json,bakersfield_and_sacramento.json,bakersfield_and_sausalito.json,berkeley_and_riverside.json,berkeley_and_sacramento.json,irvine_and_sacramento.json,monterey_and_sacramento.json,napa_and_sacramento.json,sacramento_and_sausalito.json,sacramento_and_san francisco.json","IbBKeHeFPDo,8Oc50tGXBjU,gcoegS-2dVg"
"anaheim ca usa","city","1","Anaheim, Orange County, California, United States of America","-117.9117319","33.8347516","1","anaheim_and_avalon.json","-9LgTLJsYEg,3Q_pBJGK914,nc0OsJt7Pco"
"anaheim garden grove","city","1","Anaheim, Orange County, California, United States of America","-117.9117319","33.8347516","1","anaheim_and_los angeles.json","fl9-oTGdxJc,eqYexg5JJMQ,g8U2ADBgOPI"
"anaheim grove","city","2","Anaheim, Orange County, California, United States of America","-117.9117319","33.8347516","2","anaheim_and_avalon.json,avalon_and_huntington beach.json","Ueylu74bq_c,5APZJtE7ek0,Wxl8DESOLoU"
"anaheim park","city","1","Anaheim, Orange County, California, United States of America","-117.9117319","33.8347516","1","anaheim_and_fremont.json","oEpL0i_GFuA,phrkgtQ-z3s,nc0OsJt7Pco"
"anaheim route","city","5","Anaheim, Orange County, California, United States of America","-117.9117319","33.8347516","3","anaheim_and_big bear lake.json,anaheim_and_san bernardino.json,anaheim_and_sausalito.json","VA05IeZgMtU,xveTH31Ekjc,-lYVddKuLnQ"
"anaheim/orange county","city","2","Anaheim, Orange County, California, United States of America","-117.9117319","33.8347516","12","anaheim_and_avalon.json,anaheim_and_irvine.json,carlsbad_and_santa ana.json,fremont_and_santa ana.json,fresno_and_santa ana.json,irvine_and_san diego.json,los angeles_and_santa ana.json,oakland_and_santa ana.json,sacramento_and_santa ana.json,san diego_and_santa ana.json,san francisco_and_santa ana.json,santa ana_and_stockton.json","v16pTA1eRwg,iVNv9lfILmI,c6ikVUDjk5g"
"angeles county","city","3","LA, Los Angeles County, California, United States of America","-118.2439408","34.0543942","3","avalon_and_huntington beach.json,beverly hills_and_pasadena.json,mammoth lakes_and_santa clarita.json","-Y5TckmBYoQ,DFQ-oxhdFjE,TjLkZpot_JA"
"angeles forest","city","1","LA, Los Angeles County, California, United States of America","-118.2439408","34.0543942","1","long beach_and_santa clarita.json","7J7a0N-hPi0,0xRt9jaAuWA,cDgcJG6FRNc"
"arroyo grande valley","city","4","Arroyo Grande, San Luis Obispo County, California, United States of America","-120.5907251","35.1185869","24","anaheim_and_san luis obispo.json,bakersfield_and_san luis obispo.json,berkeley_and_san luis obispo.json,beverly hills_and_san luis obispo.json,fremont_and_san luis obispo.json,fremont_and_santa barbara.json,fresno_and_san luis obispo.json,irvine_and_san luis obispo.json,long beach_and_pismo beach.json,long beach_and_san luis obispo.json,los angeles_and_san luis obispo.json,monterey_and_san luis obispo.json,newport beach_and_san luis obispo.json,oakland_and_san luis obispo.json,pismo beach_and_san jose.json,pismo beach_and_san luis obispo.json,riverside_and_san luis obispo.json,sacramento_and_san luis obispo.json,san francisco_and_santa barbara.json,san jose_and_san luis obispo.json,oakland_and_pismo beach.json,san luis obispo_and_santa ana.json,san luis obispo_and_santa barbara.json,san luis obispo_and_stockton.json","8QNJwsmmXTs,41NeQKmjGc4,rjolLTrVbVs"
"artesia","city","5","Artesia, Los Angeles County, California, United States of America","-118.0796194","33.8690197","24","bakersfield_and_beverly hills.json,bakersfield_and_santa monica.json,beverly hills_and_fresno.json,beverly hills_and_huntington beach.json,beverly hills_and_long beach.json,beverly hills_and_sacramento.json,beverly hills_and_san bernardino.json,beverly hills_and_santa ana.json,beverly hills_and_temecula.json,carlsbad_and_fremont.json,carlsbad_and_malibu.json,carlsbad_and_napa.json,carlsbad_and_riverside.json,carlsbad_and_santa ana.json,fresno_and_long beach.json,fresno_and_santa ana.json,long beach_and_pasadena.json,long beach_and_san bernardino.json,newport beach_and_oakland.json,newport beach_and_pasadena.json,newport beach_and_san jose.json,pasadena_and_riverside.json,sacramento_and_santa ana.json,santa monica_and_temecula.json","JpMBoTUK0Zc,e-G6jrPqdvo,3uxYu1CEgmU"
"avalon valley","city","1","Avalon, Los Angeles County, California, United States of America","-118.3272611","33.34221","3","avalon_and_long beach.json,avalon_and_los angeles.json,avalon_and_santa clarita.json","8krhHf3gu8w,y3lnvBEi6N0,ktg7VYqM75M"
"bakersfield ca","city","1","Bakersfield, Kern County, California, United States of America","-119.0194638","35.3738712","3","bakersfield_and_long beach.json,bakersfield_and_pismo beach.json,bakersfield_and_santa monica.json","bzvOzysAv_s,6ANuDrvaPIw,M3jGlzQCiJI"
"bakersfield california","city","2","Bakersfield, Kern County, California, United States of America","-119.0194638","35.3738712","2","bakersfield_and_huntington beach.json,bakersfield_and_long beach.json","M3jGlzQCiJI,r-Row5VzanM,bzvOzysAv_s"
"bakersfield route","city","17","Bakersfield, Kern County, California, United States of America","-119.0194638","35.3738712","9","anaheim_and_bakersfield.json,bakersfield_and_berkeley.json,bakersfield_and_fremont.json,bakersfield_and_irvine.json,bakersfield_and_malibu.json,bakersfield_and_napa.json,bakersfield_and_newport beach.json,bakersfield_and_oakland.json,bakersfield_and_santa clarita.json","57OqpVi3Csc,4x5ewSG1vtw,UEqF8Imaf4Y"
"bakersfield-kern county","city","1","Bakersfield, Kern County, California, United States of America","-119.0194638","35.3738712","7","bakersfield_and_newport beach.json,big bear lake_and_santa barbara.json,irvine_and_santa barbara.json,sacramento_and_san luis obispo.json,san francisco_and_santa barbara.json,san luis obispo_and_santa ana.json,santa barbara_and_stockton.json","_I3JyRmnmxM,vn2cmCtdhm4,t9uvD9ypzOg"
"baldwin park","city","3","Baldwin Park, Los Angeles County, California, United States of America","-117.961176","34.0854739","73","anaheim_and_carlsbad.json,anaheim_and_fresno.json,anaheim_and_san bernardino.json,anaheim_and_san jose.json,anaheim_and_santa clarita.json,anaheim_and_sausalito.json,avalon_and_bakersfield.json,bakersfield_and_san bernardino.json,avalon_and_santa clarita.json,avalon_and_sausalito.json,bakersfield_and_berkeley.json,bakersfield_and_long beach.json,bakersfield_and_los angeles.json,bakersfield_and_malibu.json,bakersfield_and_monterey.json,bakersfield_and_oakland.json,bakersfield_and_riverside.json,bakersfield_and_san jose.json,bakersfield_and_santa clarita.json,bakersfield_and_santa monica.json,bakersfield_and_sausalito.json,bakersfield_and_stockton.json,berkeley_and_malibu.json,big bear lake_and_santa clarita.json,big bear lake_and_sausalito.json,carlsbad_and_oakland.json,carlsbad_and_riverside.json,carlsbad_and_sacramento.json,carlsbad_and_santa clarita.json,carlsbad_and_stockton.json,fresno_and_los angeles.json,fresno_and_san bernardino.json,huntington beach_and_sacramento.json,huntington beach_and_sausalito.json,irvine_and_sacramento.json,irvine_and_sausalito.json,long beach_and_stockton.json,long beach_and_temecula.json,los angeles_and_riverside.json,los angeles_and_sausalito.json,los angeles_and_stockton.json,malibu_and_riverside.json,malibu_and_san francisco.json,malibu_and_san jose.json,malibu_and_san luis obispo.json,malibu_and_sausalito.json,mammoth lakes_and_riverside.json,monterey_and_san bernardino.json,oakland_and_santa clarita.json,pasadena_and_sausalito.json,riverside_and_sacramento.json,riverside_and_san diego.json,riverside_and_san francisco.json,riverside_and_santa monica.json,riverside_and_sausalito.json,riverside_and_stockton.json,sacramento_and_santa clarita.json,san bernardino_and_san jose.json,san bernardino_and_santa clarita.json,san bernardino_and_santa monica.json,san bernardino_and_sausalito.json,san diego_and_santa clarita.json,san francisco_and_santa clarita.json,san francisco_and_temecula.json,sacramento_and_san bernardino.json,newport beach_and_sausalito.json,san bernardino_and_stockton.json,san jose_and_santa monica.json,santa clarita_and_sausalito.json,san luis obispo_and_santa clarita.json,san luis obispo_and_sausalito.json,santa monica_and_sausalito.json,stockton_and_temecula.json","m926Kqtbd0o,XRB3VIF6MQ0,Iyjx7iHvu5A"
"bernardino county","city","1","San Bernardino, San Bernardino County, California, United States of America","-117.2897651","34.1083449","1","san bernardino_and_sausalito.json","XGnWfptyAuc,yd8YwQkXni4"
"beverly grove","city","2","Beverly Hills, Los Angeles County, California, United States of America","-118.4003562","34.0736204","6","beverly hills_and_huntington beach.json,beverly hills_and_long beach.json,beverly hills_and_pasadena.json,beverly hills_and_santa ana.json,beverly hills_and_santa monica.json,pasadena_and_santa monica.json","ZhxrP_5xI5A,eUGGPnIQsaw,gdbU7e9ciI8"
"beverly hills california","city","2","Beverly Hills, Los Angeles County, California, United States of America","-118.4003562","34.0736204","1","avalon_and_beverly hills.json","sKQqOzYd2is,2sG0_jA6UJU,M5c5QOZ06co"
"beverly hills los angeles","city","2","Beverly Hills, Los Angeles County, California, United States of America","-118.4003562","34.0736204","1","anaheim_and_beverly hills.json","YJrOojv7t8Q,rVM0v3wgiAM,tZFgaO8vz28"
"beverly hills route","city","13","Beverly Hills, Los Angeles County, California, United States of America","-118.4003562","34.0736204","6","anaheim_and_beverly hills.json,beverly hills_and_carlsbad.json,beverly hills_and_malibu.json,beverly hills_and_napa.json,beverly hills_and_newport beach.json,beverly hills_and_santa barbara.json","HL_WvOly7mY,HIcVdmuqkYI,DPTBSyn-Ql0"
"bishop.","city","1","Bishop, Inyo County, California, United States of America","-118.3946476","37.3650412","2","fremont_and_san bernardino.json,mammoth lakes_and_san bernardino.json","OoO_EYPjh6o,ioxjCVvtFNk,h5jz8xdpR0M"
"brentwood","city","13","Brentwood, Contra Costa County, California, United States of America","-121.6960265","37.9317766","24","berkeley_and_malibu.json,berkeley_and_santa monica.json,beverly hills_and_fremont.json,beverly hills_and_monterey.json,beverly hills_and_napa.json,beverly hills_and_sacramento.json,beverly hills_and_san francisco.json,beverly hills_and_san jose.json,fremont_and_santa monica.json,fremont_and_stockton.json,fresno_and_huntington beach.json,malibu_and_napa.json,malibu_and_san francisco.json,mammoth lakes_and_san luis obispo.json,mammoth lakes_and_santa ana.json,mammoth lakes_and_santa barbara.json,monterey_and_stockton.json,malibu_and_monterey.json,newport beach_and_san francisco.json,oakland_and_sacramento.json,oakland_and_san jose.json,san diego_and_sausalito.json,san francisco_and_santa clarita.json,san jose_and_stockton.json",""
"brentwood gardens","city","1","Brentwood, Contra Costa County, California, United States of America","-121.6960265","37.9317766","2","berkeley_and_malibu.json,berkeley_and_santa monica.json","_oGV8uj1WcI,xoCnG6fvLcA,knA0Sb4IxaA"
"bruno","city","1","San Bruno, San Mateo County, California, United States of America","-122.4110834","37.6304904","1","long beach_and_monterey.json","mPIm_ZZ0yVw,ftXmvnL0ZOc,oacaq_1TkMU"
"ca usa","city","2","California City, Kern County, California, United States of America","-117.9859037","35.125801","2","irvine_and_mammoth lakes.json,long beach_and_mammoth lakes.json","_Qx6ffsNvAg,i0JDldEpK1g,7odMtAtTwrg"
"cajon","city","1","El Cajon, San Diego County, California, United States of America","-116.9625268","32.7947731","1","stockton_and_temecula.json","-uLsM9vp3dw,n0NVB-Yt3gE"
"calimesa","city","1","Calimesa, Riverside County, California, United States of America","-117.0619773","34.0039044","2","riverside_and_santa monica.json,san bernardino_and_santa monica.json","8BLT-dZ0RCs,gXHsz59okJ8,E_3v7AnTmVw"
"calistoga & napa valley","city","1","Calistoga, Napa County, California, United States of America","-122.583325948608","38.582615","1","malibu_and_napa.json","-1W73WXFVk4,m5jjpmPo5VY,1TSTanP43xk"
"capitola","city","22","Capitola, Santa Cruz County, California, United States of America","-121.9540576","36.9762927","64","anaheim_and_pismo beach.json,anaheim_and_san jose.json,anaheim_and_san luis obispo.json,anaheim_and_santa cruz.json,avalon_and_monterey.json,avalon_and_santa cruz.json,bakersfield_and_santa cruz.json,berkeley_and_santa cruz.json,beverly hills_and_mammoth lakes.json,beverly hills_and_san francisco.json,carlsbad_and_santa cruz.json,fremont_and_los angeles.json,fremont_and_monterey.json,fremont_and_napa.json,fremont_and_sacramento.json,fremont_and_santa cruz.json,huntington beach_and_san luis obispo.json,huntington beach_and_santa cruz.json,irvine_and_santa cruz.json,long beach_and_santa cruz.json,long beach_and_sausalito.json,los angeles_and_monterey.json,los angeles_and_pismo beach.json,los angeles_and_san francisco.json,los angeles_and_san jose.json,los angeles_and_sausalito.json,malibu_and_pismo beach.json,malibu_and_sacramento.json,malibu_and_san francisco.json,malibu_and_san jose.json,malibu_and_san luis obispo.json,malibu_and_santa cruz.json,mammoth lakes_and_pasadena.json,mammoth lakes_and_santa barbara.json,mammoth lakes_and_santa cruz.json,mammoth lakes_and_santa monica.json,monterey_and_santa barbara.json,monterey_and_santa cruz.json,napa_and_santa cruz.json,los angeles_and_santa cruz.json,oakland_and_santa cruz.json,pasadena_and_santa cruz.json,pismo beach_and_san diego.json,pismo beach_and_santa cruz.json,riverside_and_santa cruz.json,sacramento_and_santa cruz.json,san bernardino_and_san luis obispo.json,san bernardino_and_santa cruz.json,san diego_and_san luis obispo.json,san diego_and_santa cruz.json,san francisco_and_santa barbara.json,san francisco_and_santa monica.json,san jose_and_san luis obispo.json,san jose_and_santa barbara.json,san jose_and_santa cruz.json,san jose_and_santa monica.json,san jose_and_sausalito.json,san jose_and_stockton.json,san luis obispo_and_santa cruz.json,san luis obispo_and_santa monica.json,santa barbara_and_santa cruz.json,santa cruz_and_santa monica.json,santa cruz_and_sausalito.json,santa cruz_and_temecula.json","jUSOzy0oZHU,YtQcEtJHHcc,bXNnq11dY3E"
"carlsbad california","city","5","Carlsbad, San Diego County, California, United States of America","-117.3505938","33.1580933","21","anaheim_and_berkeley.json,anaheim_and_carlsbad.json,beverly hills_and_carlsbad.json,berkeley_and_carlsbad.json,beverly hills_and_san diego.json,carlsbad_and_fremont.json,carlsbad_and_long beach.json,carlsbad_and_monterey.json,carlsbad_and_napa.json,carlsbad_and_oakland.json,carlsbad_and_riverside.json,carlsbad_and_sacramento.json,carlsbad_and_san bernardino.json,carlsbad_and_san diego.json,carlsbad_and_san jose.json,carlsbad_and_santa ana.json,carlsbad_and_santa barbara.json,carlsbad_and_santa clarita.json,carlsbad_and_santa cruz.json,carlsbad_and_santa monica.json,san diego_and_san jose.json","t-2qdo6LnSc,zHoEwkiG2pI,7ySfZLVP4MA"
"carlsbad route","city","14","Carlsbad, San Diego County, California, United States of America","-117.3505938","33.1580933","10","anaheim_and_carlsbad.json,big bear lake_and_carlsbad.json,carlsbad_and_huntington beach.json,carlsbad_and_irvine.json,carlsbad_and_oakland.json,carlsbad_and_riverside.json,carlsbad_and_sacramento.json,carlsbad_and_san bernardino.json,carlsbad_and_san jose.json,carlsbad_and_santa cruz.json","BauMVS8x9IQ,V9f-Fz8L45M,eE2N-PxwiMY"
"carmel gate","city","1","Carmel-by-the-Sea, Monterey County, California, United States of America","-121.9232878","36.5552387","1","fremont_and_monterey.json","OXctiU9tVEY,lYxQsQG5KfE,LEF2RJX7Ugs"
"carmel monterey","city","1","Carmel-by-the-Sea, Monterey County, California, United States of America","-121.9232878","36.5552387","1","san jose_and_san luis obispo.json","wTnpi01sH4A,iBD41f47BhU,twEN6JkFW3U"
"carmel-by-the-sea","city","18","Carmel-by-the-Sea, Monterey County, California, United States of America","-121.9232878","36.5552387","199","anaheim_and_berkeley.json,anaheim_and_monterey.json,anaheim_and_pismo beach.json,anaheim_and_sacramento.json,anaheim_and_san francisco.json,anaheim_and_san jose.json,anaheim_and_san luis obispo.json,anaheim_and_sausalito.json,anaheim_and_stockton.json,avalon_and_mammoth lakes.json,avalon_and_monterey.json,avalon_and_pismo beach.json,avalon_and_san jose.json,avalon_and_san luis obispo.json,anaheim_and_napa.json,berkeley_and_long beach.json,avalon_and_sausalito.json,bakersfield_and_monterey.json,bakersfield_and_san francisco.json,bakersfield_and_sausalito.json,berkeley_and_los angeles.json,berkeley_and_malibu.json,berkeley_and_monterey.json,berkeley_and_newport beach.json,berkeley_and_pasadena.json,berkeley_and_pismo beach.json,berkeley_and_san diego.json,berkeley_and_san luis obispo.json,berkeley_and_santa ana.json,berkeley_and_santa barbara.json,berkeley_and_santa clarita.json,berkeley_and_santa monica.json,berkeley_and_huntington beach.json,beverly hills_and_san francisco.json,beverly hills_and_san jose.json,big bear lake_and_san luis obispo.json,carlsbad_and_monterey.json,carlsbad_and_pismo beach.json,carlsbad_and_san jose.json,fremont_and_huntington beach.json,fremont_and_long beach.json,fremont_and_los angeles.json,fremont_and_malibu.json,fremont_and_monterey.json,fremont_and_newport beach.json,fremont_and_pismo beach.json,fremont_and_san luis obispo.json,fremont_and_santa barbara.json,fremont_and_santa clarita.json,fremont_and_santa cruz.json,fremont_and_santa monica.json,fresno_and_long beach.json,fresno_and_malibu.json,fresno_and_pismo beach.json,fresno_and_san luis obispo.json,huntington beach_and_monterey.json,huntington beach_and_napa.json,huntington beach_and_oakland.json,huntington beach_and_pismo beach.json,huntington beach_and_san francisco.json,huntington beach_and_san luis obispo.json,huntington beach_and_santa cruz.json,huntington beach_and_sausalito.json,huntington beach_and_stockton.json,irvine_and_monterey.json,irvine_and_pismo beach.json,irvine_and_san luis obispo.json,carlsbad_and_san luis obispo.json,huntington beach_and_san jose.json,long beach_and_napa.json,long beach_and_oakland.json,long beach_and_pismo beach.json,long beach_and_sacramento.json,long beach_and_san francisco.json,long beach_and_san jose.json,long beach_and_san luis obispo.json,long beach_and_santa cruz.json,long beach_and_sausalito.json,long beach_and_stockton.json,los angeles_and_monterey.json,los angeles_and_napa.json,los angeles_and_oakland.json,los angeles_and_pismo beach.json,los angeles_and_sacramento.json,los angeles_and_san francisco.json,los angeles_and_san jose.json,los angeles_and_san luis obispo.json,los angeles_and_sausalito.json,los angeles_and_stockton.json,malibu_and_napa.json,malibu_and_oakland.json,malibu_and_pismo beach.json,malibu_and_sacramento.json,malibu_and_san francisco.json,malibu_and_san jose.json,malibu_and_san luis obispo.json,malibu_and_santa cruz.json,malibu_and_sausalito.json,malibu_and_stockton.json,monterey_and_napa.json,monterey_and_oakland.json,monterey_and_pasadena.json,monterey_and_pismo beach.json,monterey_and_sacramento.json,monterey_and_san bernardino.json,monterey_and_san diego.json,monterey_and_san jose.json,monterey_and_san luis obispo.json,monterey_and_santa ana.json,monterey_and_santa barbara.json,monterey_and_santa clarita.json,monterey_and_santa cruz.json,monterey_and_sausalito.json,monterey_and_stockton.json,monterey_and_temecula.json,napa_and_newport beach.json,napa_and_pismo beach.json,napa_and_san bernardino.json,napa_and_san diego.json,napa_and_santa ana.json,napa_and_santa barbara.json,napa_and_santa clarita.json,napa_and_santa cruz.json,napa_and_santa monica.json,long beach_and_monterey.json,los angeles_and_santa cruz.json,malibu_and_monterey.json,monterey_and_newport beach.json,monterey_and_santa monica.json,newport beach_and_oakland.json,newport beach_and_san francisco.json,newport beach_and_san jose.json,newport beach_and_san luis obispo.json,newport beach_and_santa cruz.json,newport beach_and_stockton.json,oakland_and_san diego.json,oakland_and_san luis obispo.json,oakland_and_santa barbara.json,oakland_and_santa clarita.json,oakland_and_santa cruz.json,oakland_and_santa monica.json,pasadena_and_pismo beach.json,pasadena_and_san francisco.json,pasadena_and_san luis obispo.json,pismo beach_and_riverside.json,pismo beach_and_sacramento.json,pismo beach_and_san bernardino.json,pismo beach_and_san diego.json,pismo beach_and_san jose.json,pismo beach_and_santa ana.json,pismo beach_and_santa clarita.json,pismo beach_and_santa cruz.json,pismo beach_and_santa monica.json,pismo beach_and_sausalito.json,pismo beach_and_stockton.json,riverside_and_san francisco.json,sacramento_and_san luis obispo.json,sacramento_and_santa ana.json,sacramento_and_santa barbara.json,sacramento_and_santa clarita.json,san bernardino_and_san francisco.json,san bernardino_and_san luis obispo.json,san bernardino_and_santa cruz.json,san diego_and_san jose.json,san diego_and_san luis obispo.json,san diego_and_santa cruz.json,san diego_and_sausalito.json,san francisco_and_santa ana.json,san francisco_and_santa barbara.json,san francisco_and_santa clarita.json,san francisco_and_santa cruz.json,san francisco_and_santa monica.json,san francisco_and_temecula.json,san jose_and_san luis obispo.json,san jose_and_santa ana.json,san jose_and_santa barbara.json,sacramento_and_san diego.json,newport beach_and_pismo beach.json,newport beach_and_sausalito.json,oakland_and_pismo beach.json,san jose_and_santa monica.json,santa clarita_and_sausalito.json,san jose_and_stockton.json,san luis obispo_and_santa ana.json,san luis obispo_and_santa clarita.json,san luis obispo_and_santa cruz.json,san luis obispo_and_santa monica.json,san luis obispo_and_sausalito.json,san luis obispo_and_stockton.json,san luis obispo_and_temecula.json,santa ana_and_sausalito.json,santa barbara_and_sausalito.json,santa barbara_and_stockton.json,santa clarita_and_stockton.json,santa cruz_and_santa monica.json,santa cruz_and_sausalito.json,santa cruz_and_stockton.json,santa monica_and_sausalito.json,santa monica_and_stockton.json","QWIap5sdaE8,7XhSW5d4EP4,CTkk_L3nh_8"
"centro","city","1","El Centro, Imperial County, California, United States of America","-115.5630513","32.792","3","avalon_and_sacramento.json,berkeley_and_riverside.json,irvine_and_sacramento.json","KqdAPdZSEdI,6-5Biv-tNFk,yuNayG-MZJ8"
"chowchilla california","city","1","Chowchilla, Madera County, California, United States of America","-120.286426136452","37.1123505","5","beverly hills_and_san luis obispo.json,fremont_and_santa barbara.json,sacramento_and_san luis obispo.json,san bernardino_and_san luis obispo.json,sacramento_and_san bernardino.json","eUdusKMLZUs,gvh7uzgbGpk"
"city of los angeles","city","1","LA, Los Angeles County, California, United States of America","-118.2439408","34.0543942","19","bakersfield_and_beverly hills.json,bakersfield_and_santa monica.json,beverly hills_and_fresno.json,beverly hills_and_huntington beach.json,beverly hills_and_long beach.json,beverly hills_and_sacramento.json,beverly hills_and_san bernardino.json,beverly hills_and_santa ana.json,beverly hills_and_temecula.json,fresno_and_long beach.json,fresno_and_santa ana.json,long beach_and_pasadena.json,long beach_and_san bernardino.json,newport beach_and_oakland.json,newport beach_and_pasadena.json,newport beach_and_san jose.json,pasadena_and_riverside.json,sacramento_and_santa ana.json,santa monica_and_temecula.json","3G2zRZQ9S_Q,zRPBhg2Hmzs,2EXclvBBqO8"
"city.los angeles","city","1","LA, Los Angeles County, California, United States of America","-118.2439408","34.0543942","1","beverly hills_and_big bear lake.json","3G2zRZQ9S_Q,zRPBhg2Hmzs,2EXclvBBqO8"
"clarita valley","city","1","Santa Clarita, Los Angeles County, California, United States of America","-118.5425859","34.3916641","1","santa clarita_and_sausalito.json","KMruM0ld3g0,j63-_Rk8NMA"
"coalinga","city","3","Coalinga, Fresno County, California, United States of America","-120.245046293019","36.1298952","56","anaheim_and_fresno.json,anaheim_and_san jose.json,anaheim_and_sausalito.json,avalon_and_bakersfield.json,bakersfield_and_san bernardino.json,avalon_and_sausalito.json,bakersfield_and_long beach.json,bakersfield_and_monterey.json,bakersfield_and_oakland.json,bakersfield_and_riverside.json,bakersfield_and_sacramento.json,bakersfield_and_sausalito.json,bakersfield_and_stockton.json,big bear lake_and_sausalito.json,carlsbad_and_oakland.json,carlsbad_and_sacramento.json,carlsbad_and_stockton.json,fresno_and_los angeles.json,fresno_and_monterey.json,fresno_and_oakland.json,fresno_and_sacramento.json,fresno_and_san bernardino.json,fresno_and_san jose.json,fresno_and_stockton.json,huntington beach_and_sacramento.json,huntington beach_and_sausalito.json,irvine_and_sacramento.json,irvine_and_sausalito.json,long beach_and_stockton.json,los angeles_and_sausalito.json,los angeles_and_stockton.json,malibu_and_sausalito.json,mammoth lakes_and_riverside.json,monterey_and_sacramento.json,monterey_and_san bernardino.json,monterey_and_stockton.json,mammoth lakes_and_sausalito.json,oakland_and_santa clarita.json,pasadena_and_sausalito.json,riverside_and_sacramento.json,riverside_and_san francisco.json,riverside_and_sausalito.json,riverside_and_stockton.json,sacramento_and_santa clarita.json,san bernardino_and_san jose.json,san bernardino_and_sausalito.json,san francisco_and_santa clarita.json,san francisco_and_temecula.json,sacramento_and_san bernardino.json,newport beach_and_sausalito.json,san bernardino_and_stockton.json,santa clarita_and_sausalito.json,san luis obispo_and_santa clarita.json,san luis obispo_and_sausalito.json,santa monica_and_sausalito.json,stockton_and_temecula.json","O9atlnvTNJI,NK6zEU9JuSk"
"compton boulevard","city","1","Compton, Los Angeles County, California, United States of America","-118.2260433","33.8948824","1","long beach_and_santa ana.json","tb4708zQXiE,6-lalhp4THw,SbqK9GlKSfQ"
"compton creek","city","4","Compton, Los Angeles County, California, United States of America","-118.2260433","33.8948824","7","big bear lake_and_santa clarita.json,long beach_and_riverside.json,long beach_and_santa ana.json,mammoth lakes_and_san luis obispo.json,mammoth lakes_and_santa ana.json,mammoth lakes_and_santa barbara.json,newport beach_and_riverside.json","Dtf7nDAprSw,77ugekT_6IQ,50ZI0JZRZiY"
"compton station","city","1","Compton, Los Angeles County, California, United States of America","-118.2260433","33.8948824","19","bakersfield_and_beverly hills.json,bakersfield_and_santa monica.json,beverly hills_and_fresno.json,beverly hills_and_huntington beach.json,beverly hills_and_long beach.json,beverly hills_and_sacramento.json,beverly hills_and_san bernardino.json,beverly hills_and_santa ana.json,beverly hills_and_temecula.json,fresno_and_long beach.json,fresno_and_santa ana.json,long beach_and_pasadena.json,long beach_and_san bernardino.json,newport beach_and_oakland.json,newport beach_and_pasadena.json,newport beach_and_san jose.json,pasadena_and_riverside.json,sacramento_and_santa ana.json,santa monica_and_temecula.json","co1LB8_-CSU,xapsb55zr3c,FSAQuyhrU5c"
"corcoran","city","1","Corcoran, Kings County, California, United States of America","-119.563801399957","36.120084","15","irvine_and_san jose.json,irvine_and_santa cruz.json,los angeles_and_stockton.json,los angeles_and_santa cruz.json,riverside_and_sacramento.json,riverside_and_san francisco.json,riverside_and_santa barbara.json,riverside_and_santa cruz.json,riverside_and_stockton.json,sacramento_and_santa clarita.json,san diego_and_santa clarita.json,san francisco_and_santa ana.json,san francisco_and_santa clarita.json,santa clarita_and_santa cruz.json,santa clarita_and_stockton.json","gTz3T2aF6fU,UGE9J-1Hbps"
