attraction_in,attraction_longitude,attraction_latitude,attraction_in_file,youTubeLinkIds
Yorba Linda,-117.8255938,33.890107,yorba_linda.json,"tJeo9NYal5I,H2v4iTZVfcU,DgmBSOeb20o"
Chino Hills,-117.7600559,33.9926803,chino_hills.json,"Xo99WTKu3ok,qdNnHHwlyQ8,9nxeiM6DmCI"
Irvine,-117.8259818,33.6856969,irvine.json,"eo4wyKNjO4Y,SRbIcOV5tKM,B0CU6BUoKpI"
Placentia,-117.8617336,33.8714814,placentia.json,"yVbBNP0Uu7U,CdFoMTBIp7M,X3whVAfzQcw"
Chino,-117.6900749,34.0133561,chino.json,"Xo99WTKu3ok,EA7TOd1l8RI,qdNnHHwlyQ8"
San Gabriel,-118.108604,34.0991325,san_gabriel.json,"Q8sFLOT-4v8,jtrF479Dzj4,JA4euoqXUHw"
Altadena,-118.1352328,34.1863161,altadena.json,"icoYbW3p6Tk,6KCf915_kU8"
Pomona,-117.7517495,34.0553813,pomona.json,"Vlp_v1AQRuM,3aF-ANf4KY8"
La Canada Flintridge,-118.2005235,34.1998302,la_canada_flintridge.json,"6wbarTM-JjQ,cN6HJS7c1h4"
La Verne,-117.7678354,34.1008426,la_verne.json,"qWYgAbQivwc,miI7fPkgci4,grwxtOaQX5A"
Monrovia,-118.0014516,34.1483499,monrovia.json,"85R5EMA4K-0,M3gFdghjTGw,Ke5oBLf6kj0"
Anaheim,-117.9117319,33.8347516,anaheim.json,"PSSXye_WJdw,VKkpcDxl_C8,lf6hWVJRqrc"
Costa Mesa,-117.9033169,33.6633386,costa_mesa.json,"vpOz-3XyKuU,ixKfBB0LY3s,Q9A5iMCCtSc"
Cypress,-118.0399367,33.8248235,cypress.json,"teqAQQvP5O8,OAScCTRSt6M,482sfMeuvTs"
Buena Park,-117.9962164,33.870413,buena_park.json,"q_UZIRB2t20,SefEerTB8jI,rTBZGqLJX4s"
Orange,-117.870493,33.7500378,orange.json,"nab-b7-8NUY,FeVfAhnkONM,B0CU6BUoKpI"
Laguna Beach,-117.7834146,33.5420888,laguna_beach.json,"nQn8kvJ0xKo,Oh9uZqCHVds,VeHL42qqVRI"
Laguna Hills,-117.6882066,33.5948758,laguna_hills.json,"3qzNdX4eb08,TH5J6DgufDk,ETub-SbrOQk"
Aliso Viejo,-117.7258121,33.5761376,aliso_viejo.json,"z7gwPf6qm_o,VnR_PmMrsk4,W7zQNNOJtmw"
Lake Forest,-117.6859212,33.6469261,lake_forest.json,"u7zGOCxOhHw,9I4915NgRpc,8vWc9ggiqpU"
Laguna Niguel,-117.7075525,33.5225261,laguna_niguel.json,"_4aFdpg75Ik,6tkW6MjuzAs,ISD_Ji9xL5I"
Mission Viejo,-117.6594049,33.5965685,mission_viejo.json,"fu1t-gsrV18,VnR_PmMrsk4,QOTFMotsKus"
Rancho Santa Margarita,-117.602934,33.6408845,rancho_santa_margarita.json,"9IfJFA0TeEo,jV_ju93-5dA,P9kleTL8EbU"
Dana Point,-117.6981074,33.4669721,dana_point.json,"nyznlgcrSkI,Zv_PU0neMfA,Yx6JWEED4fM"
Santa Ana,-117.8732212,33.7494951,santa_ana.json,"Pg7pmEIYedo,XhJXS4IdhgI,UJvHue28O0Y"
Tustin,-117.8261659,33.7458511,tustin.json,"JAtTFAb_yfQ,hK5N6tWpCH0,ZzFFsU98AEs"
Santa Margarita,-120.6090569,35.3899734,santa_margarita.json,"9IfJFA0TeEo,jV_ju93-5dA,uux-CrydCvM"
Atascadero,-120.6707254,35.4894169,atascadero.json,"sJA_4td6VV8,CWfqmtrfnpI,J0q4Aq8-_4Q"
Corona del Mar,-117.1033901,32.4978999,corona_del_mar.json,"QSzaQYmCrg0,btrpsCatAZM,bgNpVzsdpyc"
Templeton,-120.7060048,35.5496939,templeton.json,"_HD1t6vlJqY,fxrNG_00nUs,7TleTB8RS3U"
San Juan Capistrano,-117.6625508,33.5016932,san_juan_capistrano.json,"Wq8Ha-K3ms4,Fb-b3Wnm6q0,VUSC37bLuuU"
San Clemente,-117.6124178,33.4270275,san_clemente.json,"vzPEsFaiXTk,sf1NEHLtd78,xEfmjaDOHck"
Paso Robles,-120.6912455,35.6267654,paso_robles.json,"dV_SXesLrek,QvGyeJAE9eU,smt2W2uOBvo"
San Miguel,-120.6962825,35.7524679,san_miguel.json,"tksj4bCY4lU,1FJgiMsTJgs,LyvWPQou6Xk"
San Luis Obispo,-120.6596155,35.2827525,san_luis_obispo.json,"hr1hHWBoMEg,z8oMzhW414s,-dpjogvGpB8"
Pismo Beach,-120.6412826,35.1427533,pismo_beach.json,"u4DXQZbZKiM,5cu9Hg1vDvg,J20eucwsofM"
Arroyo Grande,-120.5907251,35.1185869,arroyo_grande.json,"aB8wDYfTbNo,3gkrQhHsy9g,QTKKljlZ7g8"
Avila Beach,-120.7318417,35.1799752,avila_beach.json,"jgMig9LGg1c,5cu9Hg1vDvg,Jq02Iol8tjE"
Nipomo,-120.496418815962,35.0358216,nipomo.json,"OssddCCtkzU,LORp4hhLpLQ,_KVaNkQP-MY"
Solvang,-120.1390893,34.5958572,solvang.json,"gHTru7DwPlk,Q-1beLGmamU,uDZhBM3pUCI"
Santa Maria,-120.4358576,34.9531295,santa_maria.json,"dDlNb48OnjA,-oJFQkD9We0,6SQ41qeoL5I"
Orcutt,-120.4366903,34.8650717,orcutt.json,"HO-m1xfZGMg,_3vZKUxeQtg,YRdiRd6XUPg"
Grover Beach,-120.6218375,35.1209452,grover_beach.json,"5cu9Hg1vDvg,J20eucwsofM,Jq02Iol8tjE"
Los Osos,-120.8323486,35.3107214,los_osos.json,"W-8SlkAxA4g,fUrv3D20pPs"
Oceano,-120.612393,35.0988648,oceano.json,"vSROSencBss,jLzg2rkEnU4,GU8gREocaFc"
Morro Bay,-120.8499012,35.3658075,morro_bay.json,"eZaXieWfXKI,YGxOTCTZ3tE,7JYq9hkGPdw"
Cambria,-121.0807467,35.5641381,cambria.json,"H6yaiFtO7dU,AUXviiTVsFo,JtfZPgWxlMI"
San Simeon,-121.1907532,35.6438587,san_simeon.json,"_qp8bUPUNJ8,P3rnk85Ozjk,AUXviiTVsFo"
Harmony,-121.0226878,35.5085836,harmony.json,"bveoH6R2dLo,0PP-Hf6CXoQ,-ZHqjqT7d_g"
Cayucos,-120.8921253,35.4427512,cayucos.json,"7JYq9hkGPdw,DFUC7nNH23E,U62WzlJDlNo"
Los Olivos,-120.1148469,34.6677646,los_olivos.json,"HUiu0Vrg_XU,yCC2ULnChxg,0c0diQpdxMg"
Santa Ynez,-120.104677321497,34.608637,santa_ynez.json,"uCG2J0yc8Rs,j5EHJz0xPPk,cx1ZKMShFEM"
Buellton,-120.1936691,34.6134727,buellton.json,"Tk1R75jHFbU,qaVoZy6_PoI,eZPfwfnE8qc"
Santa Barbara,-119.7026672,34.4221319,santa_barbara.json,"42MIJ26zSEI,uDZhBM3pUCI,U6PVydhW8ls"
Goleta,-119.8276388,34.4358295,goleta.json,"DZ3a1ggVYgU,_euMvs9Qd3o"
Summerland,-119.592119838442,34.424449,summerland.json,"GRW-9Q7S4FU,uUmwhArXUys,nD9WBLwO0ZM"
Carpinteria,-119.5184563,34.3988838,carpinteria.json,"o8-tP-vnWyo,uNmZoHv2f-M,iArcc86JS5M"
Montecito,-119.622205630583,34.4364435,montecito.json,"nb9h6Ddrj44,e2jEyNOMGf0,hZkm0xE5IfY"
Lompoc,-120.4579408,34.6391501,lompoc.json,"0dTNpFt3Ywk,uVOn-ZIDmcg"
Isla Vista,-119.861513,34.4133801,isla_vista.json,gTxqsZfsk5o
Fountain Valley,-117.9627348,33.7038145,fountain_valley.json,"uVWVc-y0cqA,1tw-AjQw6tY,Pheo1rp5xis"
Westminster,-117.985892,33.7578041,westminster.json,"VB7xt81witQ,q8x_WtTaTBA,lnusjV52JdY"
Garden Grove,-117.9463716,33.7746292,garden_grove.json,"QO8JrC2b9nI,BwMKon6NK5o,lDMojUb27zo"
Trabuco Canyon,-117.5893799,33.6626232,trabuco_canyon.json,"1jGLYxK7vBA,1gqf2FK2a94,Mq-6FjGW0NQ"
Silverado,-117.6369938,33.7461295,silverado.json,"fTLI-DhaGpw,h2mTUCe8Huo,Q_SZUlOwaQY"
Fullerton,-117.9294164,33.8708215,fullerton.json,"OJRp4ioyvc4,wE_FLjzXwW4,pBgr6Oh4lEU"
Huntington Beach,-118.0000165,33.6783336,huntington_beach.json,"0YYHMgaDf64,59AgTJ03IB4,HM84lC_P3h0"
La Mirada,-118.0107091,33.9060971,la_mirada.json,"wLTOKs5kkYU,rBD5bQKMLww,qnpr6qSbr8I"
Santa Fe Springs,-118.0676102,33.9482434,santa_fe_springs.json,"gTUjPPD5EyM,QwdCuk8pPQQ,MQFx-1TuiqA"
Cerritos,-118.0539322,33.8644291,cerritos.json,"gPBTmywF7-Y,m0b05q94FGw,eaWfyBR8wyU"
Norwalk,-118.0849168,33.9092802,norwalk.json,"j7pg0etujxQ,PJr4CmVWO0c"
Seal Beach,-118.1046355,33.741176,seal_beach.json,"5tEAcOwYmNY,TYaK8VYTqZs,jPy5V0OfhSY"
Balboa Island,-117.8920818,33.6064778,balboa_island.json,"ZYyDi4G6EwI,QSzaQYmCrg0,Y2N5bsJ12wg"
Hesperia,-117.3008783,34.4263886,hesperia.json,"bXJ3eLhGRyw,ZfIDiYnTAt4,cZk5uw2KojM"
Twin Peaks,-117.2336532,34.2388955,twin_peaks.json,"utaBWNLlX7A,JihBi9bcd8M,pkr6cz0y9Ww"
Skyforest,-117.1792072,34.2352847,skyforest.json,"yqN_kpUW7vk,y4Q2HEjbnZI,4xaxfGEpcWI"
Lake Arrowhead,-117.185753981831,34.2592869,lake_arrowhead.json,"Vn6G2Ved2ME,y4Q2HEjbnZI,rgXGNH5G3wo"
San Bernardino,-117.2897651,34.1083449,san_bernardino.json,"hkmqNX5SZwY,DvG4O98ZHkY,hLz6_9DoOyM"
Crestline,-117.293895511888,34.2495525,crestline.json,"ktddFSm3nTg,qeS6GuxSsYk,_H8wFOiqy-w"
Highland,-117.2086512,34.1283442,highland.json,"lK61Vlo8Z7c,hWiXTKHmR0o,zZ_6WTrQock"
Loma Linda,-117.25204765,34.075626,loma_linda.json,"VMlBFGbIiSE,DhzDlR2oCrA,NV8-3UlD8mk"
Colton,-117.3136546,34.0739016,colton.json,"GUa3Wywf8E0,GQRCuGIbWSk,cErV8qG0plQ"
Riverside,-117.3961622,33.9533546,riverside.json,"O4Mvzom1Q_g,15w2xyU61JY,0sw-sCT092Y"
Redlands,-117.248983896912,34.069909,redlands.json,"-89tMr3t9uc,fUamRB-fhfA,YbfsZWzLgeg"
Moreno Valley,-117.2305943,33.937517,moreno_valley.json,"Nt_H40k7RdY,e9eam4nNGOI,wUnPoZ2u_tA"
Perris,-117.2286477,33.7825194,perris.json,"HkJ-0j49I-w,LfApejaMM6Q,3mLDDmcBB-8"
Menifee,-117.1770436,33.6864432,menifee.json,"h-IRq2snLhI,pHbFynP15Q4,s3Bik1zrQ-M"
Beaumont,-116.9772479,33.9294606,beaumont.json,"fPAz-Alx48g,Zf4lbRc1DjQ,ymWWhN2_8N0"
Cherry Valley,-116.970584340156,33.9795655,cherry_valley.json,"RiIJhmm14UQ,HYR7D1foLGQ,BLyNhSNbgbo"
Banning,-116.8752889,33.9255685,banning.json,"wTpGunoyANA,b5H0nKcqp8Y,tklE-EIYzNY"
Cabazon,-116.779534350758,33.9090305,cabazon.json,"h3EoXO53Ybc,tIsuYG0Vgfg,8Ghluz-I5NI"
Oak Glen,-116.9478044,34.0494574,oak_glen.json,"3EWU9Vh5scE,oDkC6jLptdw,HPhPi_W844I"
Palm Springs,-116.5403029,33.8246269,palm_springs.json,"ayl7bSPrGa0,lBaO7eus0iE,cKSPu90-tOw"
Yucaipa,-117.051671291906,34.040931,yucaipa.json,"Nl1Jgyl9KXQ,fe4MeG0GBzo,ehcDMB27Wtk"
Palm Desert,-116.382571,33.7288179,palm_desert.json,"Dz6Z_YiTONw,ROhkZniKhfg,4ugG_JdlXtQ"
Cathedral City,-116.4640764,33.7810031,cathedral_city.json,"x4BAmmUXsaQ,N0crXGYLYlg,g5v1_xpcEjw"
Desert Hot Springs,-116.5016783,33.961124,desert_hot_springs.json,"ROhkZniKhfg,ayl7bSPrGa0,lBaO7eus0iE"
Rancho Mirage,-116.4228595,33.763346,rancho_mirage.json,"5tRM8CQOpd8,HGLz8CXnnSw,JFujsShZfsc"
Indian Wells,-116.3383033,33.7217965,indian_wells.json,"otWMYxkqJ2g,oJhR7Mbt2CA"
Indio,-116.2188053,33.7192808,indio.json,"ORH9wIEBK0E,WLkOC0UkKmo,JcStUBdBQDk"
La Quinta,-116.2958788,33.677474,la_quinta.json,"jMZ3Whv2Pw0,opmQdaFtWUM,G4jIyA6Ih_k"
Coachella,-116.1763379,33.6795519,coachella.json,"lBaO7eus0iE,VezTQ51mvjU,x_1ob0lbh0k"
Thermal,-116.1394484,33.6403013,thermal.json,"UxcbJGhnQPE,JOtB2OL3PkM,ppyzJFjmzT8"
Mecca,-116.0745416,33.5701568,mecca.json,"4H-pQTFbPio,unfMPjBm0do,0OcB968RDqY"
Chiriaco Summit,-115.7213794,33.6608533,chiriaco_summit.json,"hhJgBJLXFyc,h6FFbzTPI8g,GCF24rlXZNw"
Joshua Tree,-116.320947788267,34.1265408,joshua_tree.json,"O52DI7jfsH8,Wb6Wts3_-10,PCdDZ8RD5k0"
Joshua Tree National Park,-115.951115484517,33.89706715,joshua_tree_national_park.json,"6O4A5PTZ_7U,dsXLondG4UM,O52DI7jfsH8"
Twentynine Palms,-116.0543505,34.1356915,twentynine_palms.json,"PutyS9SSkrw,PXodMftUo1g,EMXTTOL4Mvc"
Yucca Valley,-116.413654309413,34.14154,yucca_valley.json,"9HxshBYmSZg,YJgDvzAbZ9U,uvQ3NiMImT8"
Pioneertown,-116.4961262,34.1566737,pioneertown.json,"vP6PB7ozR4A,l29fZDRjH7Y,AmC1Je896_k"
Shafter,-119.285365133155,35.4698255,shafter.json,"tBpbyc_Vb8s,LcjAUajsbsY,Sx6FiCoN9-M"
Mc Farland,-117.4034703,33.9619073,mc_farland.json,"h14kcFaKKrg,FeZ7MZ1wZj4"
Bakersfield,-119.0194638,35.3738712,bakersfield.json,"xu-VUHNbvoo,WGmSVw7K6hE,JoUY7bqbF6U"
Delano,-119.2470535,35.7688425,delano.json,"YCdSZLEFnus,3hYxa6b2fas,Aro0SRbQn_U"
Allensworth,-119.3905251,35.8635518,allensworth.json,"HkJ-0j49I-w,A1Dqb5RJg8k,x7M4hHuOJ0g"
Tulare,-118.8525829,36.2516475,tulare.json,"ILaeoXnSgjo,3hYxa6b2fas,-OH2xcn7nYw"
Lindsay,-119.0881599,36.2030064,lindsay.json,"RfcvQ8Zkswk,VTjlN8HaAHs,CLev_H8eZog"
Exeter,-119.1420516,36.2960613,exeter.json,"va-XmdlOutQ,9ZxPkhppqOA,7SDbzqjpaLE"
Visalia,-119.2920584,36.3302284,visalia.json,"up77v9Gc6kY,8FZrz96bxxg,2HysbSAJmIc"
Traver,-119.484847,36.4552287,traver.json,"jAOGmjf1dkE,wWMVsLK2Qk8,6dW_CjwYCPw"
Porterville,-119.0167678,36.06523,porterville.json,"xVoBWFVWIM8,wPL697aspLU"
Three Rivers,-118.880338866976,36.4204965,three_rivers.json,"Ak6LiGvS_pM,nneu8OC-0zM,rLXVq3YDenw"
Lemon Cove,-119.028361172222,36.3815895,lemon_cove.json,"-HCP1ff8Uks,8wddUThKeDk,b3LeRE9k_DI"
Hanford,-119.6456843,36.3274502,hanford.json,"XKBV1jU3uss,3e41Q4KWvz8,8tL4sjHQSTk"
Dinuba,-119.3870655,36.5432837,dinuba.json,"ILaeoXnSgjo,gXF-TD9Yli8,HVWYulGSDQA"
Kingsburg,-119.5538928,36.5138398,kingsburg.json,"kHe6QFBsZcw,3GoSZErXvts,a29f-u5wdWA"
Sanger,-119.5559651,36.708006,sanger.json,"bQUWlzmXX3M,buuYIBejsuM"
Clovis,-119.7029193,36.8252277,clovis.json,"toH20Jb-Xo4,b1s0bC7dabY,qJa_qUMdaBc"
Fresno,-119.714839601149,36.748793,fresno.json,"4ByecMKQzvs,yjmE5WDpz3E,OSHHN_knLGY"
Sequoia and Kings Canyon National Park,,,sequoia_and_kings_canyon_national_park.json,"1NzoNaf1b60,xK8N57f2Dzw,c7Qu8PwSIj8"
Dunlap,-119.1209468,36.738281,dunlap.json,"KlmJFwrnANQ,5rqvuoWT-ug,prxchaTcR3o"
Madera,-119.773799,37.1716264,madera.json,"1wMBLcWPXRo,5769LxlDyBg,8Mt01P_1-us"
Chowchilla,-120.286426136452,37.1123505,chowchilla.json,"LN6f_6C84C8,LskTYNL5zb4,XDz0M4WZe7g"
Le Grand,-120.2482335,37.228554,le_grand.json,"B2VwIvcFfxM,E3rY7OjLXHc,DB9mSIxXef4"
Merced,-120.4843268,37.3029568,merced.json,"K7vWFLgSSF0,2xgde7YWHU0,l4ZmEAnKNRc"
Stevinson,-120.8516177,37.3277436,stevinson.json,"UWZe42hBEB8,RnYbkAG1Cdc,6JXvYg0DGWw"
Turlock,-120.846594,37.4946568,turlock.json,"sJA_4td6VV8,b5d566-aVJE,K_J2Jif8Yyc"
Hilmar,-120.8502034,37.4085479,hilmar.json,"l8Pze7R2FCs,U92kHOvSPNY,KTLcmXTQbhc"
Modesto,-120.9968781,37.6390972,modesto.json,"8nGYkEBDjX8,-89tMr3t9uc,HN0BAYHRnLI"
Escalon,-121.006421984267,37.7544565,escalon.json,"J3YTaWoy068,nbWcwRK0UsE"
Riverbank,-120.9354894,37.7360396,riverbank.json,"Ahcb1wrLXD4,gYpBtKM3UYI,kfKcZnX5liY"
Oakdale,-120.8471544,37.7665947,oakdale.json,"otFz9acm0Oo,wETgdf9FM-4,rflDEKji85s"
Ripon,-121.1243827,37.741595,ripon.json,"UzHfw11dRAQ,5JFGaTArC4k,stuhMO0cYCQ"
Manteca,-121.2117147,37.7986184,manteca.json,"Ir2R6ufp_sU,2Tn39wMaeDs"
Lathrop,-121.2766099,37.8227046,lathrop.json,"CIpmW0aGBU4,hVIWzASu264"
Tracy,-121.4252226,37.7396513,tracy.json,"ljCTqeseAF8,s-PR2cud6FM,3Q-LVZaVfWg"
Vernalis,-121.2871622,37.6307636,vernalis.json,"0Qe16GGKpVE,bDRd-qLVzYE,utb4z59ZrRY"
Stockton,-121.2907795,37.9577016,stockton.json,"_AoSv7vzOx4,8nGYkEBDjX8,_65WT3tmpO0"
Atwater,-120.6090839,37.3477174,atwater.json,"-89tMr3t9uc,XeUnFfO_PnU"
Los Banos,-120.8505341,37.0592253,los_banos.json,"1jI88F4r44k,hydhKAbB2pI"
Santa Nella,-122.9666643,38.497135,santa_nella.json,"nWigv6E88-g,rj-EUBQOFrY,wm4qMARBZQw"
Gustine,-120.9988153,37.2577171,gustine.json,"VFbRCxFMeCo,IN7hcp_fVqE,cnWARy2xWJs"
California Hot Springs,-118.6736994,35.8802282,california_hot_springs.json,"4wb7QmsJtK0,E9K52pa5Kdw,wETgdf9FM-4"
Wofford Heights,-118.473698856169,35.7105005,wofford_heights.json,"N20QIh8JMtE,vfTJvVuP40s,59VTYMlqIj8"
Kernville,-118.433945835615,35.7330735,kernville.json,"GN7HUBHiIg0,1EXd5_Og920,CRn-2k8PQdg"
Bodfish,-118.482262390993,35.568863,bodfish.json,"Kl7v3UQvgok,9Uj9VT06p7I,UlmXVsE3k7M"
Weldon,-118.314803898713,35.6434635,weldon.json,"xRAMwOFILgw,m3xHQC3eOe4,inrrMcSNa2Q"
Lake Isabella,-118.484657714814,35.637646,lake_isabella.json,"_sU2KJGofvQ,PgJy3w03J0M,wBh57EsLzxc"
Camp Nelson,-118.6092614,36.1426695,camp_nelson.json,"K0GaN1DzAeQ,fylbBmwxR7A,N_aLzyK8BnI"
Ponderosa,-118.5281433,36.1055013,ponderosa.json,"uTVxynPfIJ0,r9jSLUtW16U,2OUpKvZZZZ8"
Taft,-119.4565077,35.1424671,taft.json,"CXFBR01C-w0,4QYFGA5J1dw,lO5kpMi92O0"
Maricopa,-119.4009508,35.058858,maricopa.json,7CEF1ar7Adc
Lost Hills,-119.677656844379,35.632387,lost_hills.json,"DxRYdIlywbo,4dfbcC2G-MY,Zl-L-0mFpTM"
Cholame,-120.2965383,35.7238556,cholame.json,"GtJYdVVgmYk,2nwMuuXnubY,OyFKuMyZ8bU"
Thousand Palms,-116.3935799,33.8217125,thousand_palms.json,"qLflaF6nxmY,e6VpAeKtrWI,fCF65ksSQww"
Needles,-114.6141315,34.8480597,needles.json,"PPa9Lfe8BRM,O_-uws6T8WI,a7ud_luRJH0"
Idyllwild,-116.7189074,33.7400209,idyllwild.json,"oUPVvWW11rI,IxAsYFGX4g8,ETyUF2ezZrk"
Anza,-116.67457,33.5559483,anza.json,"57DiAe497VY,S4lzE71qoCw,lix8GrUAR4Q"
Palomar Mountain,-116.8786358,33.3228128,palomar_mountain.json,"6ggydiY1JEk,AMwZtgVFmMU,6-pN05mm98s"
Aguanga,-116.8650234,33.4428094,aguanga.json,"J1QEBeFmPdo,LPOwJ86w_as,V2EAtBhjWZo"
Valley Center,-117.0341966,33.2183701,valley_center.json,"Fd2MToyN3HQ,H5Fez5zUdVo,AmWsV1b67jQ"
Pauma Valley,-116.9814166,33.3033679,pauma_valley.json,"orWrKwoEODM,4N1VyqkBifw,6ggydiY1JEk"
Escondido,-117.0814848,33.1216751,escondido.json,"TsJVRnRyTIM,7T5LIxB_E1E,GQEN85_jMvU"
Pala,-117.0766964,33.3653102,pala.json,"eD7sb201bw0,rNdPUNr8C4E"
Rancho Bernardo,-117.0610494,33.0186103,rancho_bernardo.json,"HO8fdXpVDzI,kW1-WE1KF4Q,kPUPxgdxI1g"
San Marcos,-117.1661448,33.1433723,san_marcos.json,"_VlF0ufD8Ls,H-YdzIZC4yY,Cywg-Alx1xY"
Poway,-117.0358645,32.9628234,poway.json,"omem9m6m3rk,2ul4sZ6bP_w,s_FDuW9kP6Q"
San Diego,-117.1627713,32.7174209,san_diego.json,"ptokz5eklj4,Bnk61XHm3wM,Cywg-Alx1xY"
La Jolla,-117.2742085,32.8472711,la_jolla.json,"g6xKtKbMiTM,9LNUPA3o2Gw,tXISiwRI3Mo"
Channel Islands National Park,-119.266377755078,34.248597,channel_islands_national_park.json,Wb6Wts3_-10
La Mesa,-117.0230838,32.7678288,la_mesa.json,"ydXzAqZTzzQ,j9iP5hezIgw,-89tMr3t9uc"
Bonsall,-117.199620674145,33.276248,bonsall.json,"qpi44Oa5dWw,5wI9MHlx5ws,4zjP0djA2gA"
Vista,-117.2425354,33.2000368,vista.json,"geGEQRdd4Y8,mGEHWqnqA0c,TuEOVr-HvGY"
Oceanside,-117.3794833,33.1958696,oceanside.json,"0u2OojNeOUY,TtXO7kAL3LA,qrqncvZE8k4"
Imperial Beach,-117.1130848,32.5839444,imperial_beach.json,"2_O-fn64Y5k,xEfmjaDOHck,SgYedflCuxA"
Chula Vista,-117.0841954,32.6400541,chula_vista.json,"HvfXM8xIHKw,2D1y5CjjuHM,9q69ygxjsXw"
Coronado,-117.183089,32.6858854,coronado.json,"ptokz5eklj4,pWdciCJEeNM,7q3gTTYBjW0"
National City,-117.0991966,32.6781085,national_city.json,"na3NeIRnPic,OvXGh_Pv6qg,Y9qZf_imVTs"
Bonita,-117.015961660775,32.664798,bonita.json,"1UILkFV3zsI,G9orm4zOmsk,NzXtivWYv5M"
Santee,-116.9739166,32.8383828,santee.json,"A3JnpjHXrwQ,sVR_SoQkOAY,RkQAtnvYsXU"
Lakeside,-116.896001239709,32.85041,lakeside.json,"HhCMI3xdwH4,cBGd823acus,CWxuO0oBCSo"
El Cajon,-116.9625268,32.7947731,el_cajon.json,"A3JnpjHXrwQ,W5zsPT1XiRo,PanYkUTgFPQ"
Ramona,-116.867513120741,33.035378,ramona.json,"-F-b3VCMizs,ghBcyQCXIoo,ogPGP7gTm0U"
Alpine,-119.8345012,38.5893934,alpine.json,"doFx8_2kKQY,o152VHf4P4s,LuPjU2YXdSE"
Jamul,-116.8761346,32.7169988,jamul.json,"vCwtZK0StEs,R3-Hm_cMTMc"
Descanso,-116.6158524,32.8528287,descanso.json,"psr9j77AewY,fu9VhOMYYlQ"
Tijuana,-116.9641656,32.5008626,tijuana.json,"T-G0VHBxLtE,dwxv6AU7WR4,vFBWfwL8s2I"
Julian,-116.6023153,33.078597,julian.json,"qKfnB5EkQrU,Jc2nvazyg6g,swwX2RwBbH4"
Cardiff-by-the-Sea,-117.2803462,33.0220155,cardiff-by-the-sea.json,"Q0o93Zz9ngs,SL2hbIKJEwo,GMvdPXC0X1M"
Encinitas,-117.2919817,33.0369867,encinitas.json,"qvwhGpg2xOM,ftk2emWuSF8,4cp2a8rUO88"
Carlsbad,-117.3505938,33.1580933,carlsbad.json,"b-IvF_upof0,4JCQGi5wliY,qe7JRilIfi8"
Rancho Santa Fe,-117.198151484646,33.02419495,rancho_santa_fe.json,"8qKGpuplNnY,rWHIoA68q34,8MqDRqSoe5A"
Solana Beach,-117.2691315,32.9905597,solana_beach.json,"XqextFRap7c,XoPqi7yqN60,IhyRlqv4QoE"
Del Mar,-117.2653145,32.9594891,del_mar.json,"_7hZ1YwAomU,6uRJOKQtNb4,s9-ZMG230QM"
Los Barriles,-109.6995609,23.6818272,los_barriles.json,"s_QS4RxLrug,gSLayWQaGlE,B9xxioKfxwQ"
Ensenada,-115.231462477994,30.1927661,ensenada.json,"Uo4AkeEbch8,PfmE2USVqig,Ptp66u3n05c"
Ensenada Blanca,-114.8243763,31.0551964,ensenada_blanca.json,"vioQM8q8iys,-Je4V2Hg2JI,en4d3DiWSrw"
Valle de Guadalupe,,,valle_de_guadalupe.json,"6Mpjb_0Jslk,kUtMrPBkiIE,0a9zQzyoa8g"
Ensenada Municipality,,,ensenada_municipality.json,"Ed8vEn2pYFo,aFIJkzj6z4M,Q3C4776Xpv0"
San Antonio de las Minas,,,san_antonio_de_las_minas.json,"WqfGSzsVPO8,lHcsU8Kok_M,u82lcXxfC50"
San Jose del Cabo,-109.7191831,23.0694682,san_jose_del_cabo.json,"J97dBK6Jq3U,13bPKJruSE4,0ATppT9uaQQ"
La Paz,-110.518542713371,24.10843275,la_paz.json,"chxx-F5-HNE,0zasie88ino,VEuY9KdjXqY"
Cabo San Lucas,-109.9111324,22.8938107,cabo_san_lucas.json,"eLwpQE55nJw,TYXYuyllFHo,J97dBK6Jq3U"
Cabo Pulmo,-109.7159238,23.0351941,cabo_pulmo.json,"B9xxioKfxwQ,s_QS4RxLrug,nG4Ps05sYuI"
Todos Santos,-110.2253736,23.4500668,todos_santos.json,"yKCSHHXLodg,npo0Pw06tdc,x-Y2boB7QJs"
El Pescadero,-122.3821926,37.2516018,el_pescadero.json,"ATsApt9HR2A,xEfmjaDOHck,yZDjeZy0z4g"
Santiago,-117.460743626056,33.7435727,santiago.json,"9jPvRjBJMnQ,0Bj7sVS-hjU,uVmTyjpGyac"
Los Cabos,-109.689768313063,23.27184805,los_cabos.json,"J97dBK6Jq3U,EirrcO0GI1U,A7tySLaTWgE"
El Triunfo,-110.1085186,23.8031474,el_triunfo.json,9-dtDwX7uQM
Puerto San Carlos,-112.1076804,24.7895782,puerto_san_carlos.json,"Il_KGsw2miI,v37bxODTKEM,49lq8jun_3A"
Baja California,-113.380835042571,27.35789705,baja_california.json,"-Je4V2Hg2JI,YqneS1KCuhw,c200nHXm02E"
Baja California Sur,-116.5694918,31.9019585,baja_california_sur.json,"7UaLa36QAgM,YqneS1KCuhw,kOK7rSKxCsw"
San Ignacio,-116.5183498,33.3047587,san_ignacio.json,"dcvc-I50OME,IpKrB2nlDas,CwlWWQRkH50"
